Datetime,Text,Username,Retweets,Location,Hashtags
17:12:10 17:52:04,Sundays are for? 🤔 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:10 03:41:46,Favorite Brand #dank #memes #dankmemes #polls #dailypolls #poll #dailypoll #trump #funny #ifunny #twitter #goodnight #kkk #text #Instagram #oof #lol #cool #nice #sports #sportsquiz #sportspoll #soccer #basketball #NBA #NBA2K18,Spurious924,3,"New York, USA","['dank', 'memes', 'dankmemes', 'polls', 'dailypolls', 'poll', 'dailypoll', 'trump', 'funny', 'ifunny', 'twitter', 'goodnight', 'kkk', 'text', 'Instagram', 'oof', 'lol', 'cool', 'nice', 'sports', 'sportsquiz', 'sportspoll', 'soccer', 'basketball', 'NBA', 'NBA2K18']"
17:12:09 19:40:10,Here is number 11 again...#11 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:09 11:19:25,"#IndianCarMakers must focus on car build quality &amp; be more customer oriented to beat their foreign counterparts as per our #DailyPoll.
#Vote now on https://t.co/nZjrvda8wi
Get daily updates on #CAD_CAM_CAE_CFD_PLM_BIM #Job alerts in #India https://t.co/3cymxF7xyt",CADnaukri,7,India,"['IndianCarMakers', 'DailyPoll', 'Vote', 'CAD_CAM_CAE_CFD_PLM_BIM', 'Job', 'India']"
17:12:09 08:52:49,"do you like to #Marketing your #Product &amp; get more clients 
#dailypoll 
#شكرا_تركي_ال_الشيخ
#امنيه_ل_2018
#القدس_عاصمه_فلسطين_الابديه 
#كلمه_بقولها_للحب 
#مربعانيه_السنه_غير
#تسويق #اعلان #الكويت #ترويج",outbox_q8,2,"The Capital, Kuwait","['Marketing', 'Product', 'dailypoll', 'شكرا_تركي_ال_الشيخ', 'امنيه_ل_2018', 'القدس_عاصمه_فلسطين_الابديه', 'كلمه_بقولها_للحب', 'مربعانيه_السنه_غير', 'تسويق', 'اعلان', 'الكويت', 'ترويج']"
17:12:09 06:24:11,"Fave #female #ADA❓
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #vote #court #survey #retweet #Law #question #tv #Ion",TerryKaye714,0,United States,"['female', 'ADA', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'vote', 'court', 'survey', 'retweet', 'Law', 'question', 'tv', 'Ion']"
17:12:09 06:04:10,"#Weather #preference❓
#twitterpoll #twitterpolls #dailypoll #polloftheday #poll #polls #vote #rain #survey #retweet #NOAA #gloom #question",TerryKaye714,0,United States,"['Weather', 'preference', 'twitterpoll', 'twitterpolls', 'dailypoll', 'polloftheday', 'poll', 'polls', 'vote', 'rain', 'survey', 'retweet', 'NOAA', 'gloom', 'question']"
17:12:09 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/UZsGMNaqFb,SportsMapRadio,0,USA,['DailyPoll']
17:12:09 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/n2hthrZyCt,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:09 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/npI8wao2g6,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:08 19:34:19,Here is number 11 again...#11 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:08 19:29:50,"#DailyPoll: Which of the following has done the best job as their party leader in Congress?

https://t.co/PzdncuGRCY https://t.co/WXf7c1DbpQ",AA_politics,0,,['DailyPoll']
17:12:08 17:41:13,Who's going to be the best team playing @vivintarena in the Beehive Classic tomorrow? #DailyPoll #VoteNow https://t.co/3puQvUTwC7,JakeScottZone,0,Salt Lake City,"['DailyPoll', 'VoteNow']"
17:12:08 16:39:59,#DailyPoll Soul Calibur 6 was announced yesterday. The series often has platform exclusive characters. Who would you want to join the fight for PlayStation?,PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:12:08 16:10:25,You go to the eye doctor and are told you will need glasses or contacts. Which do you choose? #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:08 07:00:29,"Following our recent article, [https://t.co/bfIkENrxky], how often do you have awareness training to ensure your users are part of your #Cyber Defense? #InfoSec #DailyPoll #CyberSecurity #Training",J2SoftwareSA,1,South Africa,"['Cyber', 'InfoSec', 'DailyPoll', 'CyberSecurity', 'Training']"
17:12:08 06:17:52,"#RGDailyPoll #DailyPoll 

Are you excited about the new #GTAV mission coming next week? 

Save #LosSantos! #TheDoomsdayHeist #waveformgaming #youtubeza #SupportSmallStreamers",xLemon_x,4,South Africa,"['RGDailyPoll', 'DailyPoll', 'GTAV', 'LosSantos', 'TheDoomsdayHeist', 'waveformgaming', 'youtubeza', 'SupportSmallStreamers']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/jAAqgVlRMS",Michellemtz1991,0,,"['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/1aSbsCI2cb",NonahJones111,0,"Berlin, Germany","['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/GjbevmFw4S",AnaikaMalhotra,0,,"['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:59:45,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #socialmediamarketing #socialmedia https://t.co/OM0kh8WjsH",clyfartech,0,,"['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:08 05:58:34,"What is your follow back policy on #twitter ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing  #socialmediamarketing #socialmedia https://t.co/Q1F6xcVzhv",diggmeup,0,"Pune, India","['twitter', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'socialmediamarketing', 'socialmedia']"
17:12:07 23:48:03,Where do you go for decoration inspiration? #poll #dailypoll #buyermaxasks #holidays #decorations #decor #inspiration #inspo #google #pinterest #friend #internet #help #advice #bellingham #whatcomcounty #home #house #holidayspirit #spirit #winter,BuyerMax,0,"Bellingham, Washington","['poll', 'dailypoll', 'buyermaxasks', 'holidays', 'decorations', 'decor', 'inspiration', 'inspo', 'google', 'pinterest', 'friend', 'internet', 'help', 'advice', 'bellingham', 'whatcomcounty', 'home', 'house', 'holidayspirit', 'spirit', 'winter']"
17:12:07 19:33:04,Fave thing about #Christmas? #poll #xmaspoll #twitterpoll #dailypoll ➡️RT WHEN VOTED⬅️,Lauren_Minogue,0,UK/AUSTRALIA,"['Christmas', 'poll', 'xmaspoll', 'twitterpoll', 'dailypoll']"
17:12:07 18:28:46,"If you could be one age for the rest of your life, what would you choose? 🤔#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,5,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:07 18:01:22,"#DailyPoll: Consumer sentiment at 20-year high. Why?

https://t.co/TS8kZBTeuX https://t.co/GbnVJqNt1J",AA_politics,0,,['DailyPoll']
17:12:07 17:47:34,Here is number 11...#11 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:07 17:40:56,"#DailyPoll What do you think will win GOTY at The Game Awards tonight?

(Sadly only get 4 answers on Twitter. ""Like"" to vote for Mario Odyssey if you pick the ""Mario/Zelda"" answer)",PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:12:07 17:06:18,Which was the better battle? #GoT #gameofthrones #QOTD #QuestionOfTheDay #Dailypoll #Polls,dneville79,1,"North Carolina, USA","['GoT', 'gameofthrones', 'QOTD', 'QuestionOfTheDay', 'Dailypoll', 'Polls']"
17:12:07 15:36:45,"How do YOU like your eggs? 🍳
#poll #Polls #dailypoll #polloftheday #Polling #polling #eggs #questiontime #QuestionOfTheDay",michele__spears,2,"Texas, USA","['poll', 'Polls', 'dailypoll', 'polloftheday', 'Polling', 'polling', 'eggs', 'questiontime', 'QuestionOfTheDay']"
17:12:07 15:09:09,It's #DriveTime time! And time to kick on with the #DailyPoll! #BattleOfTheDecs #ChristmasLights vs #ArtificialSnow #YouDeicde! what is #Bolton's favourite #Christmas decoration?,BoltonFM,0,Bolton,"['DriveTime', 'DailyPoll', 'BattleOfTheDecs', 'ChristmasLights', 'ArtificialSnow', 'YouDeicde', 'Bolton', 'Christmas']"
17:12:07 14:57:13,Was Trump's decision on moving the embassy to Jerusalem while claiming it as the capital of Israel a smart move? #DailyPoll #Resist #Maga #Israel #JerusalemEmbassy #25thAmendmentNow,criticalthinkrs,2,At my desk,"['DailyPoll', 'Resist', 'Maga', 'Israel', 'JerusalemEmbassy', '25thAmendmentNow']"
17:12:07 14:33:58,"Do you think the T&amp;T Police Service are capable of solving the 5 million dollar robbery that took place yesterday at the Piarco Airport?

#poll #polls #dailypoll #twitterpoll #haveyoursay #vote #votenow #crime #tobago #trinidad #TrinidadandTobago",Pulse895fm,2,65-67 Lambeau Signal Hill Road,"['poll', 'polls', 'dailypoll', 'twitterpoll', 'haveyoursay', 'vote', 'votenow', 'crime', 'tobago', 'trinidad', 'TrinidadandTobago']"
17:12:07 00:30:01,Check out the #DailyPoll on the @SSalisburyShow now! https://t.co/eBCnYAro84,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:07 00:30:00,Check out the #DailyPoll on the @SSalisburyShow now! https://t.co/no7qyPvE1G,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:07 00:30:00,Check out the #DailyPoll on the @SSalisburyShow now! https://t.co/a7jdzc1oEQ,SportsMapRadio,0,USA,['DailyPoll']
17:12:06 21:39:16,"#DailyPoll Are you planning to watch The Game Awards? If so, for what: the awards themselves or the potential game reveals?",PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:12:06 17:52:06,Would you rob a bank and grab a payout of 200K if you knew you weren’t going to get caught?🔫🤔 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,3,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:06 17:43:05,Is football in trouble? #DailyPoll #VoteNow https://t.co/mKwuZSZAsv,JakeScottZone,0,Salt Lake City,"['DailyPoll', 'VoteNow']"
17:12:06 17:09:31,Here is number 10...#10 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:06 10:44:40,Who has been the most successful #US president of recent times? #DailyPoll #Politics,UKTalkPolitics,7,United Kingdom,"['US', 'DailyPoll', 'Politics']"
17:12:06 08:52:08,"#Faridabad in #Haryana fairs better with good opportunities for #engineers. Reputed companies like #Escorts #Avery #JCB #Elofic are present. Design folks can look for a job change here
Cast your vote on our #DailyPoll in https://t.co/nZjrvda8wi
#CAD_CAM_CAE_CFD_PLM_Jobs in #India https://t.co/8uRMIONlBX",CADnaukri,0,India,"['Faridabad', 'Haryana', 'engineers', 'Escorts', 'Avery', 'JCB', 'Elofic', 'DailyPoll', 'CAD_CAM_CAE_CFD_PLM_Jobs', 'India']"
17:12:06 00:30:02,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/N3niWznmEs,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:06 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/mOnagxbSsz,SportsMapRadio,0,USA,['DailyPoll']
17:12:06 00:30:00,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/WmB3i3Db5u,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:05 20:46:04,Do you put lights on your house for the holidays? #poll #dailypoll #buyermaxasks #holidays #lights #holidaylights #house #houselights #decorations #spirit #holidayspirit #pretty #bellingham #whatcomcounty #home,BuyerMax,0,"Bellingham, Washington","['poll', 'dailypoll', 'buyermaxasks', 'holidays', 'lights', 'holidaylights', 'house', 'houselights', 'decorations', 'spirit', 'holidayspirit', 'pretty', 'bellingham', 'whatcomcounty', 'home']"
17:12:05 18:50:48,"#DailyPoll: Should Republican leaders speak up to stop the so-called 'fake news' and complaining' about the President?

https://t.co/UHG8FixcvS https://t.co/lM5Sooeme5",AA_politics,0,,['DailyPoll']
17:12:05 17:34:51,"#DailyPoll For on screen UI, do you prefer numbers, a bar, or both? (For something like a health bar, stamina meter, magic points, etc)",PSNation,0,The Longest Running PlayStatio,['DailyPoll']
17:12:05 16:41:33,Here is number 9...#9 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:05 15:42:18,"Yesterday's (very unofficial) #dailypoll showed 75% against modular housing in #Marpole. But I should point out I did not block repeat votes by IP address, only cookies and we had way more page views (purple) than unique visitors (green) on the poll. So, grain of salt. https://t.co/XMlG4GhMsY",stephanie_ip,0,"Vancouver, B.C.","['dailypoll', 'Marpole']"
17:12:05 12:45:20,Which Jonas Brother are you going with? 🤔🔥#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:05 00:30:02,Go check out the @SSalisburyShow #DailyPoll RIGHT NOW! https://t.co/DMGlIKHas6,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:05 00:30:02,Go check out the @SSalisburyShow #DailyPoll RIGHT NOW! https://t.co/JyedBZ0NKW,SportsMapRadio,0,USA,['DailyPoll']
17:12:05 00:30:02,Go check out the @SSalisburyShow #DailyPoll RIGHT NOW! https://t.co/9ksLBiRKYP,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:04 19:28:57,"Do you brush your teeth front to back, or small circles? #dailypoll",_IAMSXN_,1,"Carson, CA",['dailypoll']
17:12:04 17:23:02,#DailyPoll How much UI do you like in your game?,PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:12:04 16:34:46,Here is number 8...#8 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:04 15:12:23,What do you think Trump will be indicted for? #DailyPoll #Resist #Maga #Flynn #Manafort #MuellerMonday,criticalthinkrs,0,At my desk,"['DailyPoll', 'Resist', 'Maga', 'Flynn', 'Manafort', 'MuellerMonday']"
17:12:04 13:55:40,What non-edible smell do you enjoy the most? 🤔👌🏼#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,2,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:04 08:46:14,"#Congratulations #TataMotors for being voted as the best pay-master in India as per our #DailyPoll #results while there is tie between #EicherMotors &amp; #AshokLeyland. Unlucky #BajajAuto no #votes to them.
Vote now on https://t.co/nZjrvda8wi
#CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/aMXLDEGDDE",CADnaukri,0,India,"['Congratulations', 'TataMotors', 'DailyPoll', 'results', 'EicherMotors', 'AshokLeyland', 'BajajAuto', 'votes', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:12:04 06:08:26,Do you require your partner to shower/wash up before sex if they recently had a bowel movement? #Poll #QOTD #dailypoll #QuestionOfTheDay #polloftheday,dneville79,0,"North Carolina, USA","['Poll', 'QOTD', 'dailypoll', 'QuestionOfTheDay', 'polloftheday']"
17:12:03 18:43:02,"Doing my first event in over a year in March 2018. Which date do you prefer?

#poll #dailypoll #vote #haveyoursay #votenow #twitterpoll #easter2018 #easterweekend #holythursday #goodfriday #tobago #trinidad #TrinidadandTobago",teamdjam,1,Trinidad and Tobago,"['poll', 'dailypoll', 'vote', 'haveyoursay', 'votenow', 'twitterpoll', 'easter2018', 'easterweekend', 'holythursday', 'goodfriday', 'tobago', 'trinidad', 'TrinidadandTobago']"
17:12:03 18:11:24,"If your life were a movie, what rating would it be? 🎥🎞🍿#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:03 15:54:27,"Here is number 7 yet again,was a tie yesterday so only including the 2 who had the most votes...#7 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊",TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:02 22:53:51,"If you could be any of these people for 24 hours, who would you choose? 🤔#Poll #DailyPoll #WerkinDatPoll",WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:02 14:52:44,"Here is number 7 again,no votes yesterday...#7 who do you choose today? #vote  #DailyPoll  #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊",TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:12:02 08:20:41,"#Pune beats #Mumbai &amp; #Aurangabad for #jobseekers while #Nagpur languishes behind with just 5% #votes in our #DailyPoll #survey.
Cast your vote today in https://t.co/nZjrvda8wi
#Maharashtra #CAD_CAM_CAE_CFD_PLM_BIM_Jobs in #India https://t.co/F55wdbz2GA",CADnaukri,0,India,"['Pune', 'Mumbai', 'Aurangabad', 'jobseekers', 'Nagpur', 'votes', 'DailyPoll', 'survey', 'Maharashtra', 'CAD_CAM_CAE_CFD_PLM_BIM_Jobs', 'India']"
17:12:02 02:35:25,Favorite food #pathetic #memes #racism #racist #kkk #nigger #polls #poll #dailypoll #weed #funny #hi #youtube,Spurious924,1,"New York, USA","['pathetic', 'memes', 'racism', 'racist', 'kkk', 'nigger', 'polls', 'poll', 'dailypoll', 'weed', 'funny', 'hi', 'youtube']"
17:12:02 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/ohXTTlNQlu,SportsMap941,0,"Houston, TX",['DailyPoll']
17:12:02 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/KMotm5O1Fx,SportsMapRadio,0,USA,['DailyPoll']
17:12:02 00:30:01,Check out the @SSalisburyShow #DailyPoll happening now! https://t.co/QrK7oOjPh0,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:12:01 17:17:26,What coach do you want to see leave the PAC-12 next? #VoteNow #DailyPoll https://t.co/Nv781lXrRE,JakeScottZone,1,Salt Lake City,"['VoteNow', 'DailyPoll']"
17:12:01 16:58:26,"Step right up and place your bets, 4 indicted, 2 confessed. Who will go to the clinker first? Bring it Donny, do your worst. @realDonaldTrump #DailyPoll #Resist #Maga #Flynndictment #Manafort #RickGates #Papadopoulos",criticalthinkrs,0,At my desk,"['DailyPoll', 'Resist', 'Maga', 'Flynndictment', 'Manafort', 'RickGates', 'Papadopoulos']"
17:12:01 16:31:07,Do you like watching Movies or TV shows? 🤔👀#Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,1,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:12:01 16:17:38,"#DailyPoll: What do you think of Schumer and Pelosi canceling a scheduled meeting with the President to work on tax reform?

https://t.co/BWsRpLPzbp https://t.co/63v8r1ZrdL",AA_politics,0,,['DailyPoll']
17:12:01 10:27:32,"#கேள்விநேரம் | #மக்கள்பார்வை | #DailyPoll

இந்தியாவின் வளர்ச்சிக்காக எந்த அரசியல் விலையையும் கொடுக்கத் தயாரென பிரதமர் மோடி சொல்வது?",news7tamil,53,"Chennai, India","['கேள்விநேரம்', 'மக்கள்பார்வை', 'DailyPoll']"
17:12:01 09:26:09,"Wow! Its the passion to #design #cars that #inspires many to become #Automobile_designers. #DailyPoll proves that #dreams are bigger than #salary for every #engineer even today.
Cast your vote today https://t.co/nZjrvda8wi
#CAD_Jobs_In_India https://t.co/5WIMQsRLBc",CADnaukri,1,India,"['design', 'cars', 'inspires', 'Automobile_designers', 'DailyPoll', 'dreams', 'salary', 'engineer', 'CAD_Jobs_In_India']"
17:12:01 05:11:26,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/gn91Rdy8NJ",clyfartech,0,,"['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:26,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/qI3bSWNGME",Michellemtz1991,0,,"['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:25,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/2JiYDKH5pG",NonahJones111,0,"Berlin, Germany","['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:25,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/43mloHpo9Y",AnaikaMalhotra,0,,"['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 05:11:02,"How often do you #tweet ?
#survey #poll #pollalert #votenow #trends #fridaypoll #didyouvote #dailypoll #smallbiz #digitalmarketing #marketing #twitter #socialmediamarketing https://t.co/9VQVfixq4Q",diggmeup,0,"Pune, India","['tweet', 'survey', 'poll', 'pollalert', 'votenow', 'trends', 'fridaypoll', 'didyouvote', 'dailypoll', 'smallbiz', 'digitalmarketing', 'marketing', 'twitter', 'socialmediamarketing']"
17:12:01 00:30:01,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/kznDBovHTA,SportsMapRadio,0,USA,['DailyPoll']
17:12:01 00:30:00,Get over to the @SSalisburyShow twitter and vote in our #DailyPoll! https://t.co/9vxZxV8jjw,SSalisburyShow,0,"Texas, USA",['DailyPoll']
17:11:30 17:32:27,"#DailyPoll Experts recommend taking a break every so often when gaming, sometimes cited as a 15 minute break each hour. Do you take those breaks?",PSNation,1,The Longest Running PlayStatio,['DailyPoll']
17:11:30 17:27:01,What Zone staff member would make the best college football coach? #VoteNow #DailyPoll #VoteTP https://t.co/QNz1MeAoiD,JakeScottZone,0,Salt Lake City,"['VoteNow', 'DailyPoll', 'VoteTP']"
17:11:30 17:11:48,Would you lick a stranger’s dirty hand for $1M?🤔 #Poll #DailyPoll #WerkinDatPoll,WerkinDatPoll,4,"Michigan, USA","['Poll', 'DailyPoll', 'WerkinDatPoll']"
17:11:30 16:19:46,"Which of these fine, young gentleman has impressed you the most so far this season?? #DailyPoll",IslandersHKY,0,Eastlink Centre,['DailyPoll']
17:11:30 15:08:28,"Time for #DriveTime! Join @TheJamesBailey for three hours of fun and top tunes! Today's #DailyPoll #BattleOfTheChipToppings! Chips, chese and Garlic Mayo vs Chips and Beans! #YouDecide #BoltonsFavorite",BoltonFM,1,Bolton,"['DriveTime', 'DailyPoll', 'BattleOfTheChipToppings', 'YouDecide', 'BoltonsFavorite']"
17:11:30 14:51:50,"#DailyPoll: Is the #Swamp larger or smaller than you thought?

https://t.co/VABMp9zsL3 https://t.co/BhEwyJLhFR",AA_politics,0,,"['DailyPoll', 'Swamp']"
17:11:30 14:41:18,What's your stance? Is this the best tax reform America has ever seen? Or is this the biggest tax holiday for corporations yet? Let your voice be heard 202 224 312! #DailyPoll #Resist #Maga #GOPTaxScam,criticalthinkrs,1,At my desk,"['DailyPoll', 'Resist', 'Maga', 'GOPTaxScam']"
17:11:30 14:19:38,Here is number 6...#6 who do you choose today? #vote  #DailyPoll #dailypoll #trance #TranceFamily #music #DJ #tranceclassic 💯🎉🔥🎶🎧🔊,TheDylanGraham,1,"Cape Town, South Africa","['vote', 'DailyPoll', 'dailypoll', 'trance', 'TranceFamily', 'music', 'DJ', 'tranceclassic']"
17:11:30 11:17:09,"Do you think anyone would go to prison for the missing millions in the Tourism Division?

#dailypoll #poll #vote #voting #haveyoursay #twitterpoll #QandA #fraud #crime #tobago #trinidad #TrinidadandTobago",Pulse895fm,2,65-67 Lambeau Signal Hill Road,"['dailypoll', 'poll', 'vote', 'voting', 'haveyoursay', 'twitterpoll', 'QandA', 'fraud', 'crime', 'tobago', 'trinidad', 'TrinidadandTobago']"
17:11:30 08:51:14,Was Theresa #May right to have criticised Donald #Trump for sharing far-right videos on Twitter? 🤔 (Trump has hit back over her ctiticism) #DailyPoll #InTheNews,UKTalkPolitics,3,United Kingdom,"['May', 'Trump', 'DailyPoll', 'InTheNews']"
