Text,Datetime,Location,Hashtags,polarity,subjectivity,Unnamed: 0
saelectionresults fridayfeeling mzansi true eff da election2019 south africa worse corruption south africa warm zone true talksouthafrica ntvtalksa,19:05:10 18:04:18,South Africa,"['SAElectionResults', 'FridayFeeling', 'EFF', 'DA', 'Election2019', 'TalkSouthAfrica', 'NTVTalkSA']",0.2249999999999999,0.625,597.0
indeed anc eff mired corruption allegations well 2019elections say southafricanvoters ethical priorities,19:02:19 09:25:15,"Cape Town, South Africa","['ANC', 'EFF', 'corruption', '2019Elections', 'SouthAfricanVoters']",0.2,0.6,2828.0
really going less 2 months dont make laugh vote anc corruption many political parties disguise eff anc lite dontvoteeff dontvoteanc dontvoteanc dontvoteanc dontvoteanc,19:03:17 00:16:08,"Cape Town, South Africa","['ANC', 'EFF', 'DontVoteEFF', 'DontVoteANC', 'DontVoteANC', 'DontVoteANC', 'DontVoteANC']",0.1666666666666666,0.1933333333333333,2527.0
overlook ramaposa corruption never go beyond 10 personally took away votes fo anc shared btween eff blf im willing take elsewhere eff z flipflopping playing mindgames,19:08:18 21:00:16,South Africa,"['Ramaposa', 'ANC', 'EFF', 'BLF', 'EFF']",0.125,0.525,397.0
overlook ramaposa corruption never go beyond 10 personally took away votes fo anc shared btween eff blf im willing take elsewhere eff z flipflopping playing mindgames,19:08:18 21:00:16,South Africa,"['Ramaposa', 'ANC', 'EFF', 'BLF', 'EFF']",0.125,0.525,265.0
press anc soft corruption endemic govt soes cadres deployed responsible would anc haemorrhaging votes last couple elections alienate constituency,19:09:16 14:32:05,"Cape Town, South Africa","['ANC', 'corruption', 'SOEs']",0.1,0.3222222222222222,324.0
something ponder cast vote honestly believe anc act corruption implicates upper echelon structure youre foolself preservation basic instinct hell destroy,19:05:04 19:49:42,"Cape Town, South Africa",['ANC'],0.0999999999999999,0.25625,1990.0
hm masses voted anc government blame corruption lack education becoming poorer black anc party world could handled disbanding apartheid differently would prosper everybody,19:12:29 13:16:50,South Africa,"['ANC', 'ANC', 'SouthAfrica']",0.0944444444444444,0.6277777777777778,3.0
election done strong suspicion going see awfully less eff corruption expose fact going go back national sport anc corruption exposes,19:05:13 08:39:19,South Africa,"['EFF', 'ANC']",0.0888888888888888,0.2666666666666666,499.0
election done strong suspicion going see awfully less eff corruption expose fact going go back national sport anc corruption exposes,19:05:13 08:39:19,South Africa,"['EFF', 'ANC']",0.0888888888888888,0.2666666666666666,852.0
corruption country worse think wakeupblackchild give eff chance comfortable mess grand parents reasons voted rulling party upon us,19:03:27 00:03:32,"Soweto, South Africa","['wakeupblackchild', 'EFF']",0.08125,0.64375,2369.0
praying lasts seen many false starts anc immediately elections later faded turned downright corruption fish praised swimming many dead fish pond,19:06:06 07:28:38,"Polokwane, South Africa",['ANC'],0.0799999999999999,0.4,650.0
current anc leadership realise south africans voted stability anc ancnec factionalism anc corruption instability stear ship right honourable due respect sir,19:06:05 13:22:19,"Johannesburg, SA","['ANC', 'ANC', 'ANCNEC', 'ANC']",0.0535714285714285,0.4369047619047619,656.0
corruption high levels truly killing thieves getting away pay corruption thrives sunny crime pays mafiastate gangsterstate arent glad u voted corrupt anc thank,19:06:11 06:06:49,South Africa,"['CORRUPTION', 'SA', 'Thieves', 'Corruption', 'Sunny', 'SA', 'CRIME', 'MafiaState', 'GangsterState', 'CORRUPT', 'ANC']",0.0533333333333333,0.8466666666666667,623.0
nothing anc corruption two synonymous tshwane run ramokgopa mob nearly burnt city prior 2016 elections didiza imposed anc fingered tshwanes dodgy land deals,19:10:11 09:14:32,South Africa,"['ANC', 'Ramokgopa', 'Didiza', 'ANC', 'Tshwane']",0.05,0.2,274.0
vdmerwe im afraid say embody tipe leadership need ifp vocal certain challenges sans facing thank keeping us grounded one accuse theft corruption hence voting ifp better option,19:02:10 20:38:29,Cape Town,"['IFP', 'IFP']",0.0380952380952381,0.6571428571428571,163.0
much evidence savoters need ancs utter lack ethics doesnt give toss goodgovernance eradicating corruption long rule continue feed public trough,19:07:02 15:38:30,"Cape Town, South Africa","['SAVoters', 'ANC', 'ethics', 'GoodGovernance', 'corruption', 'SouthAfrica']",0.0375,0.4166666666666667,553.0
journalists embrace sinister habit agenda writing fake news eff leaders legal action must taken journalists voters interested building corruption free peaceful prosperous country stratcom,19:03:26 16:32:17,"Johannesburg, South Africa","['EFF', 'StratCom']",0.0285714285714285,0.5857142857142857,2377.0
eff julius malema took swipe various anc leaders accused corruption jailed soon party takes may general elections sabcnews sabcfs 06876,19:03:31 14:23:31,"Bloemfontein, South Africa","['EFF', 'sabcnews', 'sabcfs']",0.025,0.5,2295.0
surprise stateownedenterprises failing due anc corruption hand white capital wants buy voted anc gave another five years helm thumamina blackunity alutacontinua,19:11:19 06:12:36,"South Africa, Limpopo","['StateOwnedEnterprises', 'ANC', 'ThumaMina', 'BlackUnity', 'AlutaContinua']",0.025,0.1583333333333333,153.0
sadly mbaks particular party general deserve trust last decade theft corruption proves anc youranc trustworthy let ballot box deliver verdict deserve voteda da,19:05:05 16:41:16,"Cape Town, South Africa","['ANC', 'YOURANC', 'VoteDA']",0.0033333333333333,0.38,1915.0
da bleeding votes get achieve weaken da strengthen anc laughing corruption guys days whitesonly party dividing rule anc eish,19:10:10 20:33:19,South Africa,"['DA', 'ANC', 'Corruption', 'ANC']",0.0,0.0,275.0
apter kwaza people dont vote anc would also compliant ensuring corruption,19:05:05 16:55:54,"Cape Town, South Africa",['ANC'],0.0,0.0,1912.0
offer election2019 buffet today maybe need bring gaviscon rennies saelection2019 democracy anc da eff 2019elections statecaptureinquiry corruption,19:05:08 05:00:44,South Africa,"['Election2019', 'SAElection2019', 'Democracy', 'ANC', 'DA', 'EFF', '2019Elections', 'StateCaptureInquiry', 'corruption']",0.0,0.0,826.0
vote corruption lies bullsht pretend offer bote da blood blue blueblood da,19:05:08 16:56:47,South Africa,"['DA', 'blueBlood']",0.0,0.1,749.0
done 10 mins voted corruption progress forward go da,19:05:08 07:51:51,"Johannesburg, South Africa",['DA'],0.0,0.0,801.0
shame many opposition supporters votingforcyril reality merely propping breathing life anc party hopelessly mired corruption,19:05:05 09:11:31,"Cape Town, South Africa","['VotingForCyril', 'ANC', 'corruption']",0.0,0.5,1959.0
election2019results corruptionanc lives face da still playing catch eff get seats parliament cause chaos,19:05:10 19:36:43,"Durban, South Africa","['Election2019Results', 'ANC', 'DA', 'EFF']",0.0,0.0,547.0
finally south african blacks longer case blaming whites apartheid poverty unemployment corruption 100 door blackpride anc electionsresults2019,19:05:12 15:42:44,South Africa,"['blackpride', 'ANC', 'Electionsresults2019']",0.0,0.5,873.0
president corruption thoughts elections2019 anc eff da,19:05:02 05:30:28,South Africa,"['Elections2019', 'ANC', 'EFF', 'DA']",0.0,0.0,1002.0
anc eff da da important people arelet die poor healthcare ask votes corruption priority,19:05:06 09:58:55,South Africa,"['anc', 'EFF', 'DA']",0.0,0.8,904.0
anc eff da da important people arelet die poor healthcare ask votes corruption priority,19:05:06 09:58:55,South Africa,"['anc', 'EFF', 'DA']",0.0,0.8,1872.0
cyril personally sent sms inviting vote anc corruption zuma acemagashule,19:05:06 18:58:26,South Africa,"['ANC', 'Corruption', 'Zuma', 'AceMagashule']",0.0,0.3,1823.0
would people especially educated ones still vote anc party reluctantly admits fcked corruption mistake neglecting infrastructure incompetence growing inequalities error judgment saelections2019 electionresults,19:05:11 03:38:30,Johannesburg ,"['ANC', 'SAElections2019', 'ElectionResults']",0.0,1.0,1012.0
da bleeding votes get achieve weaken da strengthen anc laughing corruption guys days whitesonly party dividing rule anc,19:10:10 12:34:05,South Africa,"['DA', 'ANC', 'Corruption', 'ANC']",0.0,0.0,235.0
inquiry corruption anc food parcels gauteng northerncape postmaburg etc saelections2019 election2019results,19:05:11 08:52:46,"Cape Town, South Africa","['ANC', 'Gauteng', 'NorthernCape', 'Postmaburg', 'SAElections2019', 'Election2019Results']",0.0,0.0,985.0
da bleeding votes get achieve weaken da strengthen anc laughing corruption guys days whitesonly party dividing rule anc eish,19:10:10 20:33:19,South Africa,"['DA', 'ANC', 'Corruption', 'ANC']",0.0,0.0,234.0
da bleeding votes get achieve weaken da strengthen anc laughing corruption guys days whitesonly party dividing rule anc,19:10:11 17:29:56,South Africa,"['DA', 'ANC', 'Corruption', 'ANC']",0.0,0.0,231.0
someone anyone please help understand da concerned party warned keep corruption longer vote effpresser,19:07:02 13:01:58,Cape Town,"['DA', 'EFFPresser']",0.0,0.0,355.0
election2019results corruptionanc lives face da still playing catch eff get seats parliament cause chaos,19:05:10 19:36:43,"Durban, South Africa","['Election2019Results', 'ANC', 'DA', 'EFF']",0.0,0.0,1027.0
means standing corruption moneylaundering likes yes could truth matter difference da anc da principals morals anc crooks still 57 voted,19:07:20 07:35:55,"Cape Town, South Africa","['corruption', 'MoneyLaundering', 'DA', 'ANC', 'DA', 'ANC', 'SouthAfrica']",0.0,0.0,333.0
voting anc vote continuation poverty corruption eff increase unemployment issue ourland back da promise jobs job friends family relatives anc politician none business,19:05:10 12:42:01,Polokwane,"['ANC', 'EFF', 'ourLand', 'DA', 'ANC', 'Politician']",0.0,0.0,1084.0
voting anc vote continuation poverty corruption eff increase unemployment issue ourland back da promise jobs job friends family relatives anc politician none business,19:05:10 12:42:01,Polokwane,"['ANC', 'EFF', 'ourLand', 'DA', 'ANC', 'Politician']",0.0,0.0,571.0
cant believe 10 million people voted party recently say corruption deeply entrenched anc told individuals,19:05:17 13:08:32,"Durban, South Africa",['ANC'],0.0,0.325,773.0
anc continue rule jesus returns regardless corruption ineptitude masses captured saelections2019,19:05:09 05:56:12,South Africa,"['ANC', 'SAElections2019']",0.0,0.0,1359.0
anc corruption elections2019 vote,19:05:08 00:28:22,"Cape Town, South Africa","['ANC', 'SouthAfrica', 'corruption', 'Elections2019', 'vote']",0.0,0.0,1673.0
offer election2019 buffet today maybe need bring gaviscon rennies saelection2019 democracy anc da eff 2019elections statecaptureinquiry corruption,19:05:08 05:00:44,South Africa,"['Election2019', 'SAElection2019', 'Democracy', 'ANC', 'DA', 'EFF', '2019Elections', 'StateCaptureInquiry', 'corruption']",0.0,0.0,1656.0
thats happened people keep voting corruption anc,19:05:14 11:40:05,"Cape Town, South Africa",['ANC'],0.0,0.0,823.0
want 2 fight corruption maladministration 3 things go vote anc done call 5 people encourage 2 go voteanc use car 2 make 5 trips 2 voting station transporting 4 people time encourage 2 vote ivoteanc,19:05:08 08:33:25,"Cape Town, South Africa","['ANC', 'VoteANC', 'iVoteANC']",0.0,0.0,1587.0
da bleeding votes get achieve weaken da strengthen anc laughing corruption guys days whitesonly party dividing rule anc,19:10:10 12:34:05,South Africa,"['DA', 'ANC', 'Corruption', 'ANC']",0.0,0.0,276.0
come everybody rocket science know country needs lets make mistakes think askaman zondocommission statecaptureinquiry zondo voteouthate anc eff da corruption guptaleaks,19:04:17 11:07:54,johannesburg,"['AskAMan', 'Zondocommission', 'StateCaptureInquiry', 'zondo', 'SouthAfrica', 'VoteOutHate', 'ANC', 'EFF', 'DA', 'Corruption', 'GuptaLeaks']",0.0,0.0,2038.0
da bleeding votes get achieve weaken da strengthen anc laughing corruption guys days whitesonly party dividing rule anc,19:10:11 17:29:56,South Africa,"['DA', 'ANC', 'Corruption', 'ANC']",0.0,0.0,272.0
worry anc stemvee limpopo still vote forthcoming municipalelections despite involvement corruption vbs scandal led lack service delivery,19:11:15 06:29:06,"Cape Town, South Africa","['ANC', 'stemvee', 'Limpopo', 'MunicipalElections', 'corruption', 'VBS']",0.0,0.0,168.0
mama thank signaltomorrow final voting corruption arrogance dictatorshipeff,19:05:07 20:26:54,"Tswelelang, South Africa",['Eff'],0.0,1.0,1348.0
voting anc vote continuation poverty corruption eff increase unemployment issue ourland back da promise jobs job friends family relatives anc politician none business,19:05:10 12:42:01,Polokwane,"['ANC', 'EFF', 'ourLand', 'DA', 'ANC', 'Politician']",0.0,0.0,624.0
dawn anc voters mandate crippled corruption non service delivery let sink factsmatter,19:06:26 17:39:09,"Cape Town, South Africa","['ANC', 'SouthAfrica', 'corruption', 'FactsMatter']",0.0,0.0,562.0
expecting elections anc continue corruption,19:06:05 07:14:56,South Africa,"['ANC', 'corruption']",0.0,0.0,658.0
voted corruption lack services nepotism dat doesnt benefit citizens seen toytoying elections2019 eff electionsresults,19:05:09 05:53:13,South Africa,"['Elections2019', 'eff', 'electionsresults']",0.0,0.0,972.0
election2019results corruptionanc lives face da still playing catch eff get seats parliament cause chaos,19:05:10 19:36:43,"Durban, South Africa","['Election2019Results', 'ANC', 'DA', 'EFF']",0.0,0.0,589.0
means standing corruption moneylaundering likes yes could truth matter difference da anc da principals morals anc crooks still 57 voted,19:07:20 07:35:55,"Cape Town, South Africa","['corruption', 'MoneyLaundering', 'DA', 'ANC', 'DA', 'ANC', 'SouthAfrica']",0.0,0.0,509.0
eff ensuring act security officers corruption sleepists parliament voteeff continue guard votes south africans voting stations iamvotingeff ourlandandjobsnow,19:05:08 04:39:23,"Soahanguve, South Africa","['EFF', 'VoteEFF', 'IamVotingEFF', 'OurLandandJobsNow']",0.0,0.0,1307.0
offer election2019 buffet today maybe need bring gaviscon rennies saelection2019 democracy anc da eff 2019elections statecaptureinquiry corruption,19:05:08 05:00:44,South Africa,"['Election2019', 'SAElection2019', 'Democracy', 'ANC', 'DA', 'EFF', '2019Elections', 'StateCaptureInquiry', 'corruption']",0.0,0.0,1301.0
country one crisis away civil war fear election loadshedding corruption guptas zuptas eff humanrightsday,19:03:21 12:40:27,Cape Town,"['Loadshedding', 'Corruption', 'Guptas', 'Zuptas', 'EFF', 'HumanRightsDay']",0.0,0.0,2460.0
want loot futures corruption knows bounds socialismkills savesouthafrica purplemonday votepurplecow endcorruptionnow zuma anc eff ruleoflaw prayforsouthafrica,19:04:01 16:46:58,South Africa,"['socialismkills', 'SaveSouthAfrica', 'PurpleMonday', 'VotePurpleCow', 'endcorruptionnow', 'Zuma', 'SouthAfrica', 'ANC', 'EFF', 'RuleofLaw', 'PrayforSouthafrica']",0.0,0.0,2285.0
ct something agree theres plans give power neither give looting corruption iec anc ensure anc dont lose election,19:11:14 15:07:09,South Africa,"['ANC', 'ANC']",0.0,0.0,169.0
anc political parties pre may 2019 elections alreadywhilst parasites sat side lines laughing nzimande calls united front parasitic state capture corruption,19:08:04 14:24:53,"Cape Town, South Africa","['ANC', 'Nzimande']",0.0,0.1,446.0
mangosuthubuthelezi says whenever hear ifp think integrity says country needs restore integrity job government leadership marred corruption elections2019,19:04:14 12:09:47,South Africa,"['MangosuthuButhelezi', 'IFP', 'Elections2019']",0.0,0.0,113.0
kgwete mec unlike comrades focuses looting gp eff save us etolls outsourcing corruption return land eff government panyaza minister voteeff08may2019,19:05:01 06:17:17,South Africa,"['EFF', 'VoteEFF08May2019']",0.0,0.0,1766.0
cant blame anc demise blame voters keep business corruption,19:12:26 10:04:14,South Africa,"['ANC', 'SouthAfrica', 'CORRUPTION']",0.0,0.0,12.0
slim pickings may 8th vote anc ol corruption thieving cadre deployment magashule usurping presidency da depends takes fancy eff violence thuggery mob rule via brownshirts racism corruption etc slim pickings indeed,19:04:09 05:56:56,South Africa,"['ANC', 'Magashule', 'DA', 'EFF']",0.0,0.0,2185.0
anc eff da da important people arelet die poor healthcare ask votes corruption priority,19:05:06 09:58:55,South Africa,"['anc', 'EFF', 'DA']",0.0,0.8,1520.0
president corruption thoughts elections2019 anc eff da,19:05:02 05:30:28,South Africa,"['Elections2019', 'ANC', 'EFF', 'DA']",0.0,0.0,1725.0
going backwards fix corruption vote eff,19:05:03 10:32:25,"Pretoria, South Africa","['Vote', 'EFF']",0.0,0.0,1676.0
mr smalema da exposed corruption hateful stopcorruption vote eff,19:04:24 09:02:12,"Cape Town, South Africa","['STOPcorruption', 'EFF']",0.0,0.0,1943.0
anc voters voting anc make part problem whilst voting eff actually means part solution want die knowing well left legacy encouraging corruption bosasa guptas winniemadikizelamandela,19:04:02 08:04:45,"Durban, South Africa","['ANC', 'ANC', 'EFF', 'Bosasa', 'Guptas', 'WinnieMadikizelaMandela']",0.0,0.05,2278.0
mpofu smalema rt let help feb2018 60 15 25 eff mps nationalassembly resigned expelled since 2014 national ampprovincial elections ncop 4out 6 eff mps resignedbeen expelled period citing abusecorruption,19:02:24 10:14:54,South AFRICA,"['EFF', 'NationalAssembly', 'NCOP', 'EFF']",0.0,0.0,2795.0
mpofu smalema like eff cleaning corruption within ranks moving one commission next cleaning window dressing sake 08 may election,19:02:24 11:21:59,"Randburg, South Africa",['eff'],0.0,0.0,2792.0
anc prosecutes people plundering state assets remains problem instead people redeployed defeat party corruption nearest voting station 8th may dont vote anc dont vote eff either,19:02:17 05:42:56,South Africa,"['Corruption', 'ANC', 'EFF']",0.0,0.0,2841.0
get pay back vbs money vbsbankheist eff stop corruption dontvoteeff dontvoteeff,19:02:28 19:25:02,"Cape Town, South Africa","['VBS', 'VBSbankHeist', 'EFF', 'DontVoteEFF', 'DontVoteEFF']",0.0,0.0,2752.0
voter still vote anc eskom loadshedding saa corruption beyond,19:12:08 09:10:22,South Africa,"['ANC', 'Eskom', 'Loadshedding', 'SAA', 'corruption']",0.0,0.0,76.0
today millions vote anc despite fact 1 totally incompetent rule country 2 stealing poor 3 policies destroyed jobs 4 affirmative action racist anc corruption zuma guptas election election2019,19:05:08 04:43:49,"Pretoria, South Africa","['ANC', 'Corruption', 'Zuma', 'Guptas', 'Election', 'Election2019']",-0.0125,0.4916666666666667,1661.0
