Text,Datetime,Location,Hashtags
oh dear snot en trane newly minted anckzn could sore loser harbinger things come 2024 crowd complete anc claims ifp used cash food parcels buy votes learn,22:09:16 09:12:32,South Africa,"['ANCKZN', 'ANC', 'IFP']"
ifp firmly control hotly contested byelection anckzn via,22:09:15 08:21:35,South Africa,"['IFP', 'ANCKZN']"
whatever society must vote avoids coalitions helpful dont get anywhere particular except continuous bickering blocking endless motions confidence anc eff ifp anyotherindependent,22:09:14 14:58:23,"Durban, South Africa","['ANC', 'EFF', 'IFP', 'ANYOTHERINDEPENDENT']"
anckzn accusing ifp dishing money ward 12 umhlathuze bielection,22:09:14 08:31:44,South africa,"['ANCKZN', 'IFP']"
candidates upcoming byelection 12th september kzn umhlathuze ward 12 anc james sibiya ifp vincent dludla eff sabelo sibiya ccu justino tembe 2021 party results 5888 2575 114 006,22:09:12 06:04:00,"Pretoria, South Africa","['ANC', 'IFP', 'EFF', 'CCU']"
results byelection held kzn mthonjaneni ward 12 ifp 6306 422 anc 2938 746 nfp 599 656 eff 158 309 ifp win ward wellington nsele elected,22:09:01 10:16:02,"Pretoria, South Africa","['IFP', 'ANC', 'NFP', 'EFF']"
breaking news recent poll conducted independent body revealed 2024 elections anc receive 43 total votes followed eff 35 da 13 ifp 2 others share remaining 7 based 98 accuracy,22:08:29 07:57:50,"Durban, South Africa","['ANC', 'EFF', 'DA', 'IFP']"
candidates upcoming byelection 31th august kzn mthonjaneni ward 12 ifp wellington nsele anc vusumuzi mthabela nfp wilton vilakazi eff mxolisi ntuli 2021 party results 5884 2192 1255 467,22:08:21 09:05:42,"Pretoria, South Africa","['IFP', 'ANC', 'NFP', 'EFF']"
visualisations history voting kwazulunatal province kznancconference kzn durban anc ifp,22:08:07 10:12:12,"Pretoria, South Africa","['KZNANCconference', 'KZN', 'Durban', 'ANC', 'IFP']"
results byelection held kzn umfolozi ward 03 ifp 6789 1075 anc 2452 102 eff 501 721 nfp 258 053 ifp win ward emmah mthethwa elected,22:08:04 05:22:06,"Pretoria, South Africa","['IFP', 'ANC', 'EFF', 'NFP']"
results byelection held kzn umvoti ward 05 ifp 4970 147 anc 4506 1653 abc 369 1391 eff 133 007 nfp 023 049 ifp win ward lindokuhle zondi elected,22:08:04 05:17:01,"Pretoria, South Africa","['IFP', 'ANC', 'ABC', 'EFF', 'NFP']"
candidates upcoming byelection 3rd august kzn umfolozi ward 03 ifp emmah mthethwa anc raymond gumede eff manqoba bulunga nfp mondli mncwango 2021 party results 5714 2554 1222 205,22:08:02 19:55:38,"Pretoria, South Africa","['IFP', 'ANC', 'EFF', 'NFP']"
candidates upcoming byelection 3rd august kzn umvoti ward 05 ifp lindokuhle zondi anc bongumusa mbata abc melusi mngadi eff mauritius ndlovu nfp siyeza zondi 2021 party results 4823 2853 176 14 072,22:08:02 19:51:24,"Pretoria, South Africa","['IFP', 'ANC', 'ABC', 'EFF', 'NFP']"
results byelection held kzn umdoni ward 13 anc 2945 51 eff 2368 714 da 1711 992 aljama 1523 324 ifp 921 745 am4c 44 953 pfp 09 073 dfa 1 vote anc gain da ravinand maharaj elected,22:07:28 10:59:33,"Pretoria, South Africa","['ANC', 'EFF', 'DA', 'ALJAMA', 'IFP', 'AM4C', 'PFP', 'DFA']"
must go vote ifp 2nd term loading,22:07:26 18:14:32,South Africa,['IFP']
rescheduled kzn umdoni ward 13 byelection party candidate list da saleem mahomed anc ravinand maharaj eff mhlengi radebe ifp jabulane mvubu aljama muhammad khan am4c royith bhoola pfp razak moulasa dfa david fourie election set 27 july,22:07:19 08:20:25,"Pretoria, South Africa","['DA', 'ANC', 'EFF', 'IFP', 'AlJama', 'AM4C', 'PFP', 'DFA']"
results byelection held mp chief albert luthuli ward 03 anc 7296 1066 ifp 1364 908 eff 134 331 anc retain ward nomvula dlamini elected,22:07:07 17:00:32,"Pretoria, South Africa","['ANC', 'IFP', 'EFF']"
candidates upcoming byelection 6th july mp chief albert luthuli ward 03 anc nomvula dlamini eff ignatia simelane ifp mduduzi nkosi 2021 party results 8362 1009 456,22:07:01 10:24:51,"Pretoria, South Africa","['ANC', 'EFF', 'IFP']"
number candidates per party upcoming 6th june byelections anc 4 eff 4 da 1 pa 1 actionsa 1 ifp 1 excluding small regional parties,22:07:01 10:10:01,"Pretoria, South Africa","['ANC', 'EFF', 'DA', 'PA', 'ActionSA', 'IFP']"
results 1st june byelection held kzn ward 04 anc 3384 941 ifp 325 1033 abc 3236 078 eff 13 07 anc hold seat sphiwe ndlovu elected,22:06:02 06:15:34,"Pretoria, South Africa","['ANC', 'IFP', 'ABC', 'EFF']"
upcoming byelections 1st june kzn umvoti ward 13 candidates anc sphiwe ndlovu abc msawenkosi phungula ifp sthembiso mthembu eff mzwandile ximba 2021 results 433 316 222 06,22:05:14 21:02:57,"Pretoria, South Africa","['ANC', 'ABC', 'IFP', 'EFF']"
next round byelection take 1st june elections 5 wards number candidates per party anc 5 eff 5 da 3 pa 2 ifp 1 actionsa 1 small local parties included,22:05:14 20:39:53,"Pretoria, South Africa","['ANC', 'EFF', 'DA', 'PA', 'IFP', 'actionSA']"
results 20 april byelection kzn ethekwini ward 103 anc 4391 146 da 2233 091 eff 205 681 ifp 09 112 anc retain seat jeffrey mchunu elected,22:04:23 18:31:02,"Pretoria, South Africa","['ANC', 'DA', 'EFF', 'IFP', 'ANC']"
read emerged 2021 elections many youthleaders ifp entrusted key critical positions different societies hlabisa ifp president ifpyouthbrigade trustus ifpnamanje weworkforyou,22:03:07 14:26:08,South Africa,"['youthleaders', 'IFP', 'IFPYouthBrigade', 'TrustUs', 'IFPNamanje', 'WeWorkForYou']"
byelection results kzn ubehlebezwe ward 01 anc 595 126 ifp 358 27 eff 43 44 acdp 044 094 anc hold seat lindokuhle mbele elected election held 23rd feb,22:02:24 13:36:46,"Pretoria, South Africa","['ANC', 'IFP', 'EFF', 'ACDP']"
khayelisha development forum social called community tasks team anc members keep buying votes smaller parties time eff da ifp good dogs npos ngos arms take elephant room,22:02:19 20:05:27,South Africa,"['Khayelisha', 'ANC', 'votes', 'Eff', 'DA', 'IFP', 'GOOD']"
okhahlamba ward 06 byelection result ifp 579 95 anc 27 12 apemo 96 67 nfp 42 4 change 2021 local elections kzn ifp,22:02:10 17:18:07,"Pretoria, South Africa","['kzn', 'IFP']"
headline big wins anc ifp kzn byelections analyse results political analyst wayne sussman sabcnews sabckzn,22:02:04 08:04:12,South Africa,"['Headline', 'ANC', 'IFP', 'sabcnews', 'sabckzn']"
headline big wins anc ifp kzn byelections analyse results political analyst wayne sussman sabcnews sabckzn,22:02:03 10:55:31,"Durban, South Africa","['Headline', 'ANC', 'IFP', 'sabcnews', 'sabckzn']"
hence theres mentioning ontabakayikhonjwa sansre keen collision govt ifp vf thisll democratic vote,22:01:11 13:42:09,"South Africa, England, France","['IFP', 'VF']"
ifp never ever win elections gauteng except hostels zuma introduced ifp flavour unless sheds stench continue suffer fate parochial tribalistic lawlessly murderous rural cult zondoreport,22:01:07 00:01:45,"Pretoria, South Africa","['IFP', 'Zuma', 'IFP', 'ZondoReport']"
seems ifp bit internal reflection direction took regarding side coalitions always going selfsabotage back anc voters told time change kudos helped change party mind,21:11:23 20:20:10,"Umlazi, South Africa","['IFP', 'ANC']"
think mayors gauteng good news anc breakingnews eff da actionsa ifp sabc enca sliktalk blackfriday governmentsa mayor elections2021 covid19,21:11:23 16:33:50,Soweto,"['ANC', 'BreakingNews', 'EFF', 'DA', 'ActionSA', 'IFP', 'SABC', 'eNCA', 'Sliktalk', 'BlackFriday', 'Governmentsa', 'mayor', 'elections2021', 'COVID19']"
okay question ifp decision get bed anc kzn cowardice betrays bravery shown voters want walk away crooked comrades vdmerwe et alwhat reasoning,21:11:18 10:31:57,"Umlazi, South Africa","['IFP', 'ANC']"
mocked da saying voting smaller party vote anc regret correct ifp patrioticalliance,21:11:18 08:51:35,"Johannesburg, South Africa","['IFP', 'PatrioticAlliance']"
election opportunity normalise idea life outside anc yet ifp betraying kzn voters shifting away corrupt comrades stupid demonstrates ifp stumblingblock,21:11:18 08:26:34,"Umlazi, South Africa","['ANC', 'IFP']"
sold souls devil kicked voters teeth kzn gauteng traitors ifptraitors voetsekifp ifp,21:11:17 17:33:24,South Africa,"['IfpTraitors', 'VoetsekIFP', 'IFP']"
ifp pa pandering anc vote parties vote anc,21:11:17 12:51:28,South Africa,"['IFP', 'PA', 'anc', 'anc']"
wow ifp literally took two steps forward one step back lol good luck trying distinguish corrupt anc come next election big flop,21:11:17 12:00:46,"Umlazi, South Africa","['IFP', 'ANC']"
anc step aside let actionsa eff ifp govern since localgovernmentelections abt time,21:11:08 18:19:31,"Pretoria, GaMatlala, SA ","['ActionSA', 'EFF', 'IFP', 'LocalGovernmentElections']"
ifp rules coalition arrangement anc political future 21 hung municipalities still air kzn ifp explained wont get bed ancgt newswatch ifp elections,21:11:08 15:45:12,"Umhlanga, South Africa","['IFP', 'Elections']"
political future 21 hung municipalities still air kzn ifp explained wont get bed rival last weeks local electionsgtgt newswatch ifp elections,21:11:08 09:00:02,"Umhlanga, South Africa","['IFP', 'Elections']"
history written victors ifp continues garner incremental support electorate would mean something wrong democracy people vote paid attempted coup character anc state apparatus notannoyed,21:11:08 07:16:48,"Johannesburg, South Africa","['IFP', 'notannoyed']"
inkatha freedom party leader velenkosini hlabisa warned afraid recall underperforming municipal representatives ifp lge2021 elections2021,21:11:08 05:32:51,South Africa,"['IFP', 'LGE2021', 'Elections2021']"
december special welcome join quarantine one resorts contact siya 071 929 8084 siyacoza uyajola99 ramaphosa konkasundays electionsresults2021 dubai durban ifp actionsa,21:11:07 19:50:52,"Johannesburg, South Africa","['uyajola9', 'Ramaphosa', 'KONKASUNDAYS', 'ElectionsResults2021', 'Dubai', 'Durban', 'IFP', 'ActionSA']"
e kzn kuthiwa weekend isiqalile njalo cha ngiyayivuma ifp ku service delivery ave beshesha electionsresults2021 2021municipalelections,21:11:05 12:29:06,"Sky City, South Africa","['KZN', 'IFP', 'ElectionsResults2021', '2021MunicipalElections']"
official opposition province partys taken lead dozen municipalities making biggest performer kzn newswatch iec elections2021 ifp buthelezi,21:11:04 19:02:53,"Umhlanga, South Africa","['IEC', 'Elections2021', 'IFP', 'Buthelezi']"
hlabisa says people kzn said believe ifp deliver newswatch electionsresults2021,21:11:03 15:29:48,"Durban, South Africa","['Hlabisa', 'KZN', 'IFP', 'ElectionsResults2021']"
anc better coalition fortunes kzn hereit used provincial coalitions vehicle gradually capture province ifp want use coalition deliver true democracy voters service delivery even wc anc used,21:11:03 09:25:10,South Africa,['IFP']
get dont et forget anc kzn electionresults2021 actionsa ifp zulu,21:11:03 09:04:00,"Johannesburg, South Africa","['ANC', 'ELECTIONRESULTS2021', 'ActionSA', 'IFP', 'Zulu']"
seems like jesus arrived kzn ifp electionday2021,21:11:03 08:17:04,"Brooklyn, Cape town ","['IFP', 'ElectionDay2021']"
let introduce jacob zumas ward councillor electionresults2021 lge2021 anc ifp,21:11:03 07:18:35,"Pietermaritzburg, South Africa","['ElectionResults2021', 'LGE2021', 'ANC', 'IFP']"
electionresults2021 tell ifp toppling kzn im ifp fan feels good hey,21:11:03 06:06:14,"Johannesburg, South Africa","['ElectionResults2021', 'IFP', 'KZN']"
dont remember seeing tweets ifp followers people went voted electionresults2021 loadshedding eff actionsa ifp anc,21:11:02 20:50:18,"Durban, South Africa","['ElectionResults2021', 'Loadshedding', 'EFF', 'ActionSA', 'IFP', 'ANC']"
bathong found whats app forwarded many times thang handwriting bakwethu iyooo tlou ekanakana lge2021 elections2021 electionresults2021 election2021 anc ifp eff actionsa ayikhale loadshedding ifp,21:11:02 19:51:10,South Africa,"['LGE2021', 'Elections2021', 'ElectionResults2021', 'Election2021', 'SouthAfrica', 'ANC', 'IFP', 'EFF', 'ActionSA', 'Ayikhale', 'Loadshedding', 'IFP']"
vo dusting nxa electionresults2021 ifp kzn,21:11:02 17:49:29,South Africa,"['ElectionResults2021', 'IFP', 'KZN']"
well done kzn vote political parties put needs citizens 1st resources already stretched due corruption ifp elections2021 electionresults2021,21:11:02 16:55:59,South Africa,"['IFP', 'Elections2021', 'ElectionResults2021']"
inkatha freedom party inflicted local government election wounds anc nkandla local municipality snatching prized ward 14 former president jacob zuma home jacobzuma election2021 elections2021 anc ifp,21:11:02 14:07:09,"Pretoria, South Africa","['JacobZuma', 'Election2021', 'Elections2021', 'ANC', 'IFP']"
sesicela imali ibe baba ushenge election2021 ifp,21:11:02 13:50:09,Centurion ,"['Election2021', 'IFP']"
nkandla residents stood line jacobzuma smiled still voted anc hearing ifp may town 80 dribbled ret zuma factions trying lay blame ramaphosa losses suck,21:11:02 10:20:01,"Umlazi, South Africa","['Nkandla', 'JacobZuma', 'ANC', 'IFP', 'Zuma', 'Ramaphosa']"
uthukela district ifp voteifp,21:11:02 08:04:24,"Sandton, South Africa","['ifp', 'voteifp']"
lets vote see one going win year lge2021 anc elections2021 eff ifp da,21:11:01 20:36:04,South Africa,"['LGE2021', 'ANC', 'Elections2021', 'EFF', 'IFP', 'DA']"
getouttovoteifp havent considered voting yet time make sure choose voteifp election 1 hour go change 5 years governance ifp gauteng kzn,21:11:01 18:13:18,South Africa,"['GetOutToVoteIFP', 'VoteIFP', 'IFP']"
elections2021 ifp,21:11:01 07:14:10,"Johannesburg, South Africa","['Elections2021', 'IFP']"
elections2021 ifp,21:11:01 07:13:43,"Johannesburg, South Africa","['Elections2021', 'IFP']"
wonder happened ifp lost vote,21:11:01 05:59:50,"Johannesburg, South Africa",['IFP']
weve waiting finally vote wisely ifp iec voteifp,21:11:01 05:00:03,"Sandton, South Africa","['ifp', 'IEC', 'VoteIFP']"
realnewsformobile da lge2021 election2021 nkandla anc ifp,21:10:30 17:52:41,"Linden, Johannesburg","['RealNewsForMobile', 'DA', 'LGE2021', 'Election2021', 'Nkandla', 'ANC', 'IFP']"
voteifp ifp,21:10:30 15:55:24,"Johannesburg, South Africa","['VoteIFP', 'IFP']"
electionday think anc eff da ifp ffp talking parties weighti think even one could power anc still gonna eat kaknone fighting corruption prosecution potholes stadiums care people coming rallies,21:10:29 04:59:02,"Pretoria, South Africa","['ElectionDay', 'ANC', 'EFF', 'Da', 'ifp', 'FFP']"
siready work mzansi siyanqoba rally ifp voteifp sethembe sisebenzela wena 1 november choose party trust party puts first voteifp lge2021,21:10:28 10:29:55,South Africa,"['Siyanqoba', 'IFP', 'VoteIFP', 'Sethembe', 'VoteIFP', 'LGE2021']"
pictures ifp deputy president inkosi mzamo buthelezi ifp president hon velenokosini hlabisa arrived ulundi prince mangosuthu buthelezi regional stadium final siyanqoba rally sisebenxelawena sethembe trustus voteifp 1 november 2021,21:10:28 10:05:34,South Africa,"['IFP', 'Siyanqoba', 'sisebenxelawena', 'sethembe', 'TrustUs', 'VoteIFP']"
ifp effort upcoming elections billboards posters branded cars everywhere young faces stan,21:10:28 07:07:45,"Johannesburg, South Africa",['IFP']
governs proud trackrecord service delivery know voting ifp lge2021 make difference honest leaders like vdmerwe hlabisa sisbenzelawena vote ifp weworkforyou,21:10:22 10:16:09,South Africa,"['IFP', 'LGE2021', 'SisbenzelaWena', 'Vote', 'WeWorkForYou']"
voting ifp lge2021 vote leaders integrity party put family first voteifp 1 nov put trust servant leaders prioritise south africans trustus weworkforyou vdmerwe,21:10:22 10:15:45,South Africa,"['IFP', 'LGE2021', 'VoteIFP', 'TrustUs', 'WeWorkForYou']"
voting ifp lge2021 vote leaders integrity party put family first voteifp 1 nov put trust servant leaders prioritise south africans trustus weworkforyou vdmerwe,21:10:22 10:05:24,South Africa,"['IFP', 'LGE2021', 'VoteIFP', 'TrustUs', 'WeWorkForYou']"
governs proud trackrecord service delivery know voting ifp lge2021 make difference honest leaders like vdmerwe hlabisa sisbenzelawena vote ifp weworkforyou,21:10:22 10:04:11,South Africa,"['IFP', 'LGE2021', 'SisbenzelaWena', 'Vote', 'WeWorkForYou']"
voting ifp lge2021 vote leaders integrity party put family first voteifp 1 nov put trust servant leaders prioritise south africans trustus weworkforyou vdmerwe,21:10:22 10:03:24,South Africa,"['IFP', 'LGE2021', 'VoteIFP', 'TrustUs', 'WeWorkForYou']"
governs proud trackrecord service delivery know voting ifp lge2021 make difference honest leaders like vdmerwe hlabisa sisbenzelawena vote ifp weworkforyou,21:10:22 08:38:34,South Africa,"['IFP', 'LGE2021', 'SisbenzelaWena', 'Vote', 'WeWorkForYou']"
voting ifp lge2021 vote leaders integrity party put family first voteifp 1 nov put trust servant leaders prioritise south africans trustus weworkforyou vdmerwe,21:10:22 08:38:00,South Africa,"['IFP', 'LGE2021', 'VoteIFP', 'TrustUs', 'WeWorkForYou']"
jonathan annipen ifp leader phoenix ward 49 durban metropolitan confident party win upcoming local government electionshe one guests national homeless manifesto meeting denis hurley centre lge2021 ifp durban,21:10:22 03:59:08,"Durban,South Africa","['LGE2021', 'IFP', 'Durban']"
44 sethembe weworkforyou sisebenzelawena inkathafreedomparty ifp lge2021 voteifp ballot papers 1 november forservantleadership togetsatowork,21:10:19 14:28:15,"Cape Town, South Africa","['sethembe', 'weworkforyou', 'sisebenzelawena', 'inkathafreedomparty', 'IFP', 'LGE2021', 'VoteIFP', 'ForServantLeadership', 'ToGetSAtoWork']"
dont make empty promises build strong partnerships people want build community put family first ifpnamanje sethembe weworkforyou sisebenzelawena inkathafreedomparty ifp lge2021 voteifp ballot papers 1 nov,21:10:19 14:14:08,South Africa,"['IFPNamanje', 'sethembe', 'weworkforyou', 'sisebenzelawena', 'inkathafreedomparty', 'IFP', 'LGE2021', 'VoteIFP']"
ive never used zulu royal family political prop says buthelezi backlash ifp election poster ifp mangosuthubuthelezi,21:10:15 13:04:25,South Africa,"['IFP', 'MangosuthuButhelezi']"
inkatha freedom party leader velenkosini hlabisa hlabisa unpacks partys manifesto ahead 2021 local government elections november 1 watch full interview ifp manifesto lge2021,21:10:15 12:10:12,South Africa,"['IFP', 'Manifesto', 'LGE2021']"
rigby running office ballito trust rigby election2021 ifp jacobzuma rigby regularshow durban,21:10:14 13:57:13,"Durban, South Africa","['Election2021', 'IFP', 'RSA', 'JacobZuma', 'Rigby', 'RegularShow', 'durban']"
buthelezi said tensions brewing years due statements made politicians seeking divide people sake cementing power base newswatch ifp elections2021,21:10:12 15:25:15,"Umhlanga, South Africa","['IFP', 'Elections2021']"
headline ifp founder mangosuthubuthelezi campaigns phoenix following controversial da election posters sabcnews sabckzn lge2021,21:10:12 07:05:12,South Africa,"['Headline', 'IFP', 'MangosuthuButhelezi', 'Phoenix', 'DA', 'sabcnews', 'sabckzn', 'LGE2021']"
buthelezi said tensions brewing years due statements made politicians seeking divide people sake cementing power base newswatch ifp elections2021,21:10:12 06:30:00,"Umhlanga, South Africa","['IFP', 'Elections2021']"
guess shell voting eff myanc democraticalliance cope ifp actionsa better stay away ballots safe,21:10:11 20:12:06,Pretoria,"['eff', 'myanc', 'democraticalliance', 'cope', 'ifp', 'actionsa']"
headline ifp founder mangosuthubuthelezi campaigns phoenix following controversial da election posters sabcnews sabckzn lge2021,21:10:11 11:11:19,"Durban, South Africa","['Headline', 'IFP', 'MangosuthuButhelezi', 'Phoenix', 'DA', 'sabcnews', 'sabckzn', 'LGE2021']"
localgovernmentelections anc da eff ifp cope udm acdp mangenatoons anapictures iolpolitics,21:10:11 07:19:45,"Johannesburg, South Africa","['LocalGovernmentElections', 'ANC', 'DA', 'EFF', 'IFP', 'Cope', 'UDM', 'ACDP', 'Mangenatoons', 'ANAPictures', 'IOLPolitics']"
seeing election campaign past weekend soweto must say ifp coming bang election2021,21:10:11 05:41:35,South Africa,"['IFP', 'Election2021']"
campaign trails continue around country inkatha freedom party gauteng launched manifesto today ifp says ready serve make false promises dstv403 enca elections2021 ifp,21:10:10 12:24:32,South Africa,"['eNCA', 'Elections2021', 'IFP']"
matter party wins south africa gonna heaven elections election2021 lge2021 listen promises yohh cyril ramaphosa julius malema oscar mabuyane anc eff da ifp promises made broken,21:10:10 11:37:40,"South Africa , Global ","['Elections', 'Election2021', 'LGE2021', 'ANC', 'EFF', 'DA', 'IFP']"
fight whats right vote ifp,21:10:09 07:53:49,"Pietermaritzburg, South Africa",['IFP']
sabcnews 18h00 join interview leader hlabisa partys election manifesto ahead 1 november lge2021 ifp hlabisaonsabcnews elections2021,21:10:07 15:16:21,"Johannesburg, South Africa","['sabcnews', 'LGE2021', 'IFP', 'hlabisaonsabcnews', 'elections2021']"
create slaves modern society pay people highest fee things strip sense humanness living pay peanuts voteanc voteeff actionsa cope ifp blm atm voteda,21:10:05 23:20:25,"Johannesburg, South Africa","['VoteANC', 'VoteEFF', 'ActionSA', 'cope', 'ifp', 'BLM', 'ATM', 'voteda']"
vote goes ifp,21:10:03 08:27:29,"Zeerust, South Africa",['IFP']
wow political parties provides housing jobs water sanitation electricity safety health better affordable education joke vote alpolitics anc eff da udm ifp ffp cope,21:10:02 16:18:31,"Cape Town, South Africa","['alpolitics', 'ANC', 'eff', 'DA', 'UDM', 'IFP', 'ffp', 'cope']"
elections 2021 became collateral damage ancs internal war ifps mangosuthu buthelezi ifp mangosuthubuthelezi anc lge2021,21:10:01 10:51:05,South Africa,"['IFP', 'MangosuthuButhelezi', 'ANC', 'LGE2021']"
inkatha freedom party due launch election manifesto thursday greyville racecourse durban kwazulunatal lge2021 sadecides ifp,21:09:30 07:39:22,South Africa,"['LGE2021', 'SADecides', 'IFP']"
upcoming local elections voters consider parties leading government sphere anc da ifp udm experience local council governance vote 4 parties blame status quo,21:09:28 06:07:40,"Durban, South Africa","['ANC', 'DA', 'IFP', 'UDM']"
hey smalema p03st3 prosecutes crime shoved carpet action opposition party want ur vote ifp blocked da etc r cahoots proof,21:09:27 16:31:11,South Africa,"['P03ST3', 'IFP']"
politicians going door door looters impoverished homes begging mandate dismally failed hungerled unrest july 2021 wish voters vote wisely time anc da eff cope ifp,21:09:26 12:08:47,South Africa,"['Anc', 'DA', 'EFF', 'Cope', 'IFP']"
shall voting local government elections first time life voting ifp kzn ifp inkathafreedomparty,21:09:22 01:38:11,South Africa,"['IFP', 'Inkathafreedomparty']"
cant wait 18 eligible please register vote party ifp,21:09:19 11:24:49,"Ulundi, South Africa",['ifp']
ifp called political parties ensure theres peace stability ahead november 01 local elections party says people allowed exercise democratic rights participants freely elections voterregistration ifp lge2021,21:09:19 10:09:37,"Johannesburg, South Africa","['VoterRegistration', 'IFP', 'LGE2021']"
ifp called political parties ensure theres peace stability ahead november 01 local elections party says people allowed exercise democratic rights participants freely elections voterregistration ifp lge2021,21:09:19 10:08:59,"Johannesburg, South Africa","['VoterRegistration', 'IFP', 'LGE2021']"
iec voter registration weekend anc da eff ifp udm mangenatoons anapictures iolpolitics,21:09:18 07:11:32,"Johannesburg, South Africa","['IEC', 'ANC', 'DA', 'EFF', 'IFP', 'UDM', 'Mangenatoons', 'ANAPictures', 'IOLPolitics']"
cant say better put made promises parties make fail fulfill whether vote anc eff ifp da makes difference economy messed debts greater gdp,21:09:18 07:11:16,Bloemfontein,"['ANC', 'EFF', 'IFP', 'DA']"
iec voter registration weekend anc da eff ifp udm actionsa atm thegoodparty mangenatoons anapictures iolpolitics,21:09:17 07:23:08,"Johannesburg, South Africa","['IEC', 'ANC', 'DA', 'EFF', 'IFP', 'UDM', 'ActionSa', 'ATM', 'TheGoodParty', 'Mangenatoons', 'ANAPictures', 'IOLPolitics']"
inevitable ifp would choose retired president inkosi mangosuthu buthelezi lead campaign upcoming elections read via realnewsformobile ifp,21:09:16 10:05:49,Johannesburg,"['RealNewsForMobile', 'IFP']"
alberton time join ifp fight rot alberton elections2021 ifp ekurhuleni gauteng,21:09:08 12:28:57,"Alberton , Gauteng","['alberton', 'elections2021', 'ifp', 'ekurhuleni', 'gauteng']"
