Text,Datetime,Location,Hashtags
anc54 68votes issue resolved ancconference reported opposition party eff national chairperson mpofu lead court challenge brought anc delegates surrealistic,17:12:20 08:21:08,South Africa,"['ANC54', '68Votes', 'ANCConference', 'EFF', 'ANC']"
didnt vote liar eff voters called exactly staying away aligning eff vote,17:12:19 10:10:42,South Africa,"['EFF', 'EFF']"
mess anc hyped conference voting eff 2019 neh,17:12:19 08:04:52,"Johannesburg, South Africa",['EFF']
come 2019 elections im going eff country needs run young educated people need juliusmalema leader,17:12:19 05:09:14,"Rustenburg, South Africa","['EFF', 'JuliusMalema']"
south africans prepare vote another political party anc never change dont expect zuma recalledbecause magashule duarte top sixwe deep trouble hereeff da udm ifp,17:12:18 17:43:02,"Johannesburg, South Africa.🌏","['EFF', 'DA', 'UDM', 'IFP']"
fighters ready 2019 cast first vote 2019 eff asinavalo asijiki grandpas grannies time anc54,17:12:18 17:40:01,"Durban, South Africa","['EFF', 'ANC54']"
national elections ill ground voluntarily campaigning eff ifp gain votes kzn eff ready 2019,17:12:18 17:35:41,South Africa,"['EFF', 'EFF']"
things bad vote eff,17:12:18 17:17:10,"Johannesburg, South Africa",['EFF']
things bad vote eff,17:12:18 17:13:37,"Johannesburg, South Africa",['EFF']
ndz wins voting eff 2019 ancelectiveconference anc54 ancconference,17:12:18 16:53:03,"Johannesburg, South Africa","['NDZ', 'EFF', 'ANCElectiveConference', 'ANC54', 'ANCConference']"
vote eff 2019,17:12:18 13:31:09,"Sebokeng, South Africa",['EFF']
wise brave words truth fools tell politicians care politicians liars say yes indeed said democracy anc54 ancdecides2017 electionresults da eff sacp udm etc,17:12:18 12:27:49,South Africa,"['Democracy', 'ANC54', 'ANCdecides2017', 'ElectionResults', 'DA', 'EFF', 'SACP', 'UDM', 'etc']"
tense night republic kodwa reassured fact voting eff 2019 anc must properly learn word coalition government angithi hear skin,17:12:17 19:27:25,Johannesburg,"['EFF', 'ANC']"
dont understand anc voters see david mabuza ace magashule really useless like president come 2019 vote remove eff,17:12:17 18:01:13,South Africa ,['EFF']
ndz wins anc loses power 2019 cyril wins anc wins 2019 would u choose anc54 ancvotes ancconference2017 ancdecides ancdecides2017 zuma guptas eff trapadrive ndz,17:12:17 17:54:13,South Africa,"['ANC54', 'ANCVotes', 'ANCConference2017', 'ANCDecides', 'ANCdecides2017', 'zuma', 'Guptas', 'EFF', 'TrapaDrive', 'NDZ']"
bathabiledlamine forgive anc voting guys power like apartheid malema right wereanc busy hauling parliament relevant question asked eff statecapture,17:12:17 15:09:35,Soweto,"['BathabileDlamine', 'apartheid', 'Malema', 'Parliament', 'EFF', 'StateCapture']"
see exact attitude reason dont vote party u want us vote knew exactly party u referring keep treating us like shit shall keeping giving u smelly shit too2hell ancdecides2017 eff one ancdecides,17:12:17 08:48:07,"Centurion, South Africa","['ANCdecides2017', 'EFF', 'ANCdecides']"
prosperous future hands sooner accept vote eff better tomorrow children experience,17:12:14 16:50:15,"Germiston, South Africa",['EFF']
begin journey start praying every morning 4 eff triumph upcoming general elections 2019 eff govt waitng,17:12:13 09:08:01,South Africa ,['EFF']
2019 people vote eyes look rather choice eyes closed blind eff solution,17:12:07 09:43:01,South Africa ,['EFF']
interesting conversation vote eff 2019 de numbers ar amzingly growin smalema fundamental principle land,17:12:04 20:06:56,Johannesburg,['EFF']
people failed ruling anc govt 2018 voters need think da eff,17:12:04 19:08:29,South Africa,"['ANC', 'SA', 'DA', 'EFF']"
press forget smalema eff voted well particulalrly silent matter,17:12:04 11:16:02,South Africa ,['EFF']
crime pays due failed corrupt government crime driven hatred brutality much inhumane eff anc blf stop hate speech gain votes wmc bs,17:12:04 07:06:10,South Africa,"['SA', 'Crime', 'CORRUPT', 'Government', 'CRIME', 'HATRED', 'BRUTALITY', 'Inhumane', 'EFF', 'ANC', 'BLF', 'WMC']"
malema says eff gets voted one walk time grants pay,17:12:03 11:55:40,"Seabe, South Africa",['EFF']
dont know picture taken voted august 2016 party would use powers influence policies instead scenes like mahube mamelodi getting effsupported da metro,17:12:03 08:44:06,"Tshwane, South Africa","['Mahube', 'Mamelodi', 'EFF']"
vote da eff better devil showing guys colours painfull guys call better devils cry get time god help us,17:12:02 21:48:17,South Africa ,['EFF']
would u vote fillingupfnbstadiumtrapadrive gainwithxtiandela trapadrivegain eskominquiry eff zumaguptaleaks lifeesidimeni,17:12:02 19:32:37,South Africa,"['GainWithXtianDela', 'TrapaDriveGain', 'eskominquiry', 'EFF', 'LifeEsidimeni']"
weve challenges thats voted anc anc took vote screwed sans forget vote taking elsewhere eff,17:12:02 09:00:52,"Cape Town, South Africa",['EFF']
eff voters realise malema con,17:12:01 14:45:32,"Pietermaritzburg, South Africa","['Eff', 'Malema']"
never forget socialist regime venezuela threatened war nation lost elections funny malema eff modelled hugo chavez dont mention brutality idols murderous dictatorship venezuelalibre,17:12:01 08:11:03,"Umlazi, South Africa","['socialist', 'Venezuela', 'Malema', 'EFF', 'VenezuelaLibre']"
anc hopes eff vote getting rid hermanmashaba,17:12:01 07:27:55,"Vosloorus , South Africa","['ANC', 'EFF', 'HermanMashaba']"
people jimmy voted da eff representatives parties realized anc involved corruption self enrichment programs therefore made call viva democracy viva,17:12:01 06:18:35,"Cape Town, South Africa","['DA', 'EFF', 'ANC', 'CORRUPTION', 'democracy']"
people jimmy voted da eff representatives parties realized anc involved corruption self enrichment programs therefore made call viva democracy viva,17:12:01 06:15:39,"Cape Town, South Africa","['DA', 'EFF', 'ANC', 'CORRUPTION', 'democracy']"
interesting good see shift left expected poverty inequality grows people vote increasingly left eff da anc da smalema,17:12:01 05:32:51,South Africa,"['EFF', 'DA', 'ANC']"
todays cartoon bethuel mangena handsoffmashaba handsofftrollip eff anc da noconfidencevote news,17:12:01 04:19:39,South Africa,"['HandsOffMashaba', 'HandsOffTrollip', 'EFF', 'ANC', 'DA', 'noconfidencevote']"
yesterday seen parties cares people n theyll never turn back better future sacan thanks cope eff n opposition parties one nation one future sacan never forget come 2019 election,17:12:01 03:59:24,"Soweto, South Africa","['cope', 'Eff']"
hermanmashaba thanked eff voting anc motion multiparty government would signal beginning city johannesburg,17:12:01 03:04:58,Midrand,"['HermanMashaba', 'EFF', 'ANC']"
hermanmashaba thanked eff voting anc motion multiparty government would signal beginning city johannesburg,17:12:01 03:04:58,"Pretoria, South Africa","['HermanMashaba', 'EFF', 'ANC']"
whilst eff hitherto ancs achilles heel amongst voters metsimaholo today shows vulnerable party sacps exit potentially overall majority 2019,17:11:30 20:07:30,"Cape Town, South Africa","['EFF', 'ANC', 'Metsimaholo', 'SACP']"
nmbmetro right da eff councillors stopping everything vote keep mayor,17:11:30 15:55:06,South Africa,"['NMBMetro', 'EFF']"
effs vena says andile lungisa promised going bring pop star somewhere ate r2 mill art culture currently facing criminal charges nmbcouncilvote eff anc da,17:11:30 14:37:55,South Africa,"['nmbcouncilvote', 'EFF', 'ANC', 'DA']"
im enjoying live stream vote confidence mashaba eff icula kamnandi,17:11:30 12:46:38,Cape Town,['Eff']
nb byelection unfolding metsihaholo projects anc gets thumped da holds eff sacp v well blows away assumption eff peaked sacp cannot win votes eg iketsetseng school anc 37 201469 eff 37 15 sacp 14 da 7 10,17:11:30 11:31:02,"The Karoo, South Africa","['metsihaholo', 'ANC', 'EFF', 'SACP', 'EFF', 'SACP']"
anc lost jozi fair square elections wanna get jozi via backdoors leanya goooed handsoffmashaba eff da,17:11:30 10:20:19,"Pretoria, South Africa","['ANC', 'HandsOffMashaba', 'EFF', 'DA']"
eff sacp scoring anc splinters metsimaholo remember voting blocks largely anti brandzuma also presuccession message anc elective conference delegates,17:11:30 10:03:49,"Cape Town, South Africa","['EFF', 'SACP', 'ANC', 'Metsimaholo']"
good wednesday anc lost election ifp kzn could lose metsimaholo eff coalition fs people spoken,17:11:30 09:17:13,South Africa,"['ANC', 'IFP', 'Metsimaholo', 'EFF']"
vote still safe thank eff,17:11:30 09:07:47,Johannesburg,['EFF']
heres whats interesting metsimaholo byelections occurred advance succession sacp supports ramaphosa eff dislikes ndz sacp eff well anc zuma weakened message voters feel succession,17:11:30 09:07:32,"Cape Town, South Africa","['Metsimaholo', 'Ramaphosa', 'EFF', 'SACP', 'ANC']"
goodness anc taking hammering metsimaholo check drop anc vote 70 44 ward eff gaining da pretty static big gap changeparty plays cards right,17:11:30 08:51:43,South Africa,"['ANC', 'Metsimaholo', 'ANC', 'EFF', 'DA', 'ChangeParty']"
da vote holds reasonably well suburban vote metsimaholo anc suffering average swings 16 opposition much swing going sacp proving worth alliance eff also enjoying greater gains da township vote,17:11:30 08:16:16,"Cape Town, South Africa","['DA', 'Metsimaholo', 'ANC', 'SACP', 'EFF', 'DA']"
ward 42004010 metsimaholo confirms trend upwards 2025 swing away anc 40 opposition eff scoring big 33 sacp getting 14 vote da 5 squeezed along anc,17:11:30 07:57:13,"Cape Town, South Africa","['Metsimaholo', 'EFF', 'SACP', 'DA']"
eff says wont get anc back backdoor means early xmas present anc da atholtrollip nmb councilvote,17:11:30 07:10:47,"Cape Town, South Africa","['EFF', 'DA', 'AtholTrollip', 'NMB', 'CouncilVote']"
daled coalition faces biggest test yet parties seek trollips head eff holding deciding vote gtgt dacoalition nmbcouncil portelizabeth politics anc,17:11:30 06:42:06,"Port Elizabeth, South Africa","['DA', 'EFF', 'DACoalition', 'NMBCouncil', 'portelizabeth', 'politics', 'ANC']"
eff da councillors nmb metro tonight vote keep mayor amlive,17:11:30 06:40:45,South Africa,"['EFF', 'DA', 'AMLive']"
stay eff wrong politics two parties wanted deputy mayor position service delivery personal interests atholtrollip councilvote,17:11:30 06:15:45,"Cape Town, South Africa","['EFF', 'AtholTrollip', 'CouncilVote']"
byelections overnight free state e cape kzn point clear voter swings variety opposition parties including eff udm ifp expense anc mention solid showing sacp,17:11:30 04:57:15,"Cape Town, South Africa","['SouthAfrica', 'EFF', 'UDM', 'IFP', 'ANC', 'SACP']"
vote confidence trolip ngomso news covering thisnowmc always present bay metro eff anc da udm,17:11:29 15:17:52,"Azania, South Africa","['eff', 'anc', 'da', 'udm']"
eff laid fraud charges iec official says want iec national come beef metsimaholo byelections sabcnews,17:11:29 11:52:56,"Bloemfontein, South Africa","['EFF', 'Metsimaholo', 'SABCNews']"
anc expects support eff noconfidence vote mashaba da gama hermanmashaba,17:11:29 11:02:19,South Africa,"['ANC', 'EFF', 'HermanMashaba']"
smalema made clear eff never vote corruption theres support madness,17:11:29 08:02:14,"Willowvale, South Africa",['EFF']
eff also got transportation tactic anc getting services local taxies transport elderly citizens voting stations,17:11:29 07:36:58,South africa,"['EFF', 'ANC']"
eff win fificooper case ambitious entertainment please vote rt boycottambitiouzent,17:11:29 07:23:20,South Africa,"['EFF', 'FifiCooper', 'BoycottAmbitiouzEnt']"
eff provincial secretary free state mandisa makesini says people matshimaholo taking election seriously coming voting stations numbers,17:11:29 07:21:57,South africa,"['EFF', 'Matshimaholo']"
eff must bore put vote onto waste leave alex riverpark far herman well little changes see,17:11:29 06:36:05,Johannesburg,['EFF']
eff welcomes removal presiding officer metsimaholo voting station tuesday,17:11:28 13:40:48,South Africa,"['EFF', 'METSIMAHOLO']"
voteofnoconfidence jbmarks mayor speaker soon potchefstroom eff walked da request secretballot denied speaker,17:11:28 10:01:18,"Potchefstroom, South Africa","['VoteOfNoConfidence', 'JBMarks', 'Potchefstroom', 'EFF', 'SecretBallot']"
eff guest metsimaholo debate panel saying fokkor metsimaholobyelection specialassignment sabcnews,17:11:27 19:41:35,South Africa,"['EFF', 'Metsimaholo', 'MetsimaholoByElection', 'SpecialAssignment', 'SABCNews']"
sasolburg bielections watch special assignment sabc 3 tonight 2100 time 1900 gmt anc da eff sacp mca,17:11:27 15:37:01,South Africa,"['SABC', 'ANC', 'DA', 'EFF', 'SACP', 'MCA']"
press well done vote cos im tired ancs stealing das moaning effs jokes ifps wars every political party talks marches sings dances throws poo current lives conditions matter folks turning comedy,17:11:27 14:31:43,"Johannesburg, South Africa","['Anc', 'DA', 'Eff', 'IFP']"
makhosikhoza launches changeparty contest 2019 elections reckon well ramaphosa loses well wins next month places eff da main damage anc,17:11:26 12:58:49,South Africa,"['MakhosiKhoza', 'ChangeParty', 'Ramaphosa', 'EFF', 'DA', 'ANC']"
weeks election interesting could fore runner things shake 2019 sacp eff put anc canvas,17:11:26 10:33:18,South Africa,"['SACP', 'EFF', 'ANC']"
us urged eff leader smalema vote da 2016 may unholy alliance end soon,17:11:25 16:36:04,South Africa ,"['EFF', 'DA']"
dont call u doctor nothing phanda nga eff phanda vote secret eff,17:11:25 12:15:15,Randburg,['EFF']
smalema rather voting eff rather go back anc wena julius wa tshosa u collapse country within minutes u getting power,17:11:22 08:08:19,"Mabopane, South Africa","['EFF', 'ANC', 'Power']"
smalema interpreted otherwise saying voted power via respective political parties eff da anc etc also criminals asijiki eff ruralismyhome,17:11:22 08:00:39,"South Africa, Mokopane","['Asijiki', 'EFF', 'Rural_is_My_Home']"
zuma shown blind loyalty loyalty dont blindly support political party surely time vote political leaders speak needs political parties bad see good leaders yet zumamustfall anc da eff,17:11:22 06:18:07,Cape Town,"['zumamustfall', 'ANC', 'DA', 'EFF']"
marvel maturity eff hhhhhhh think may voting eff come 2019 thinkingoutloud,17:11:21 18:41:25,"Kempton Park, South Africa","['EFF', 'EFF']"
next visit investigating community limpopo next year release video visited 9 provinces rural places sad dont use people votes 2019 dont promise things u wont fulfill anc anc da eff others,17:11:19 10:11:11,Johannesburg ,"['Anc', 'ANC', 'DA', 'EFF']"
keamo regret vote brother like old man thing better say eff invested time wisely argue person laughs absolutely nothing,17:11:17 03:13:33,"Johannesburg, South Africa",['EFF']
like seriously vote someone doesnt attend debate eff c c c change mind zumaqanda,17:11:16 13:10:16,Johannesburg,"['EFF', 'ZumaQandA']"
anc meet eff gain support 2nd vote confidence johannesburgs mayor herman mashaba,17:11:14 02:41:14,"Centurion, South Africa","['ANC', 'EFF', 'Johannesburg', 'Mashaba']"
fear eff policies prevent voters supporting,17:11:11 13:43:52,South Africa,['EFF']
eff offered votes reform anc nothing keep quiet n learn right poems book,17:11:11 08:09:10,South Africa,"['EFF', 'ANC']"
dear south africa time mobilize remove power 2019 voting dont care political party loyalty eff udm aic vote enough evidence state capture overwhelming benmartins countryduty,17:11:09 08:52:06,"Pretoria, South Africa","['EFF', 'UDM', 'AIC', 'BenMartins', 'CountryDuty']"
country taken white supremacists given dogs face trouble persecution everywhere woza 2019 eff vote,17:11:08 22:19:07,"Cape Town, South Africa",['EFF']
read carefully corrupt anc need borrow populist eff votes change constitution,17:11:08 12:53:46,South Africa,"['ANC', 'EFF']"
want know funds anc da eff elections partyfunding da go first always pretend transparent clean,17:11:07 14:29:39,"Johannesburg, South Africa","['ANC', 'DA', 'EFF', 'partyfunding']"
eff recognised sliding voter support,17:11:07 11:42:51,"Pietermaritzburg, South Africa",['Eff']
vote anc possibly even eff enabling continuation corruption jacquesoneusebius thepresidentskeepers,17:11:07 09:34:12,"Port Elizabeth, South Africa","['ANC', 'EFF', 'JacquesOnEusebius', 'ThePresidentsKeepers']"
southafricagt byelection results eastern cape bcm ward 27 anc 2156 votes da 1562 votes eff 120 votes ufec10 votes,17:11:03 06:24:56,South Africa,"['SouthAfrica', 'ANC', 'DA', 'EFF']"
6 shows majority black people including eff smalema votes killing likes murder,17:11:02 11:33:39,"Johannesburg, South Africa",['EFF']
especially eff eff members want apartheid opposite racists fighting fake racism voters,17:11:02 10:38:35,South Africa,"['EFF', 'EFF', 'RACISTS', 'Fake', 'Racism']"
eff malema voting da never confused support apartheid isreal,17:11:02 10:35:58,"Johannesburg, South Africa",['EFF']
smalema lets vote government get rid losers supplying us meds eff,17:11:02 03:27:39,"Polokwane, South Africa",['EFF']
team cannot win elections eff,17:10:30 17:37:53,"Cape Town, South Africa",['EFF']
im unconcerned anc splits implodes shall im concerned eff making debased thieving promises votes musical chairs,17:10:28 09:30:30,South Africa,['EFF']
weve telling anc rid years keeping brings votes eff da,17:10:27 01:45:03,South Africa,"['ANC', 'EFF', 'DA']"
voted cancer cry self inflicted injuries go vote wannabe thieves like eff grow,17:10:26 07:06:23,South Africa,['EFF']
time sacp found voice together eff could get tough anc dry run 2019 elections important,17:10:22 09:32:43,South Africa,"['SACP', 'EFF', 'ANC']"
smell good 2019 election eff,17:10:21 06:17:28,"Durban, South Africa",['EFF']
2019 wits src elections effsc 12 seats eff aligned pya anc aligned 3 seats total 15 seats daso 0,17:10:20 16:30:05,"Pretoria, South Africa",['EFF']
eff wins wits src elections find plan,17:10:20 14:54:59,South Africa,"['EFF', 'Wits']"
trending eff wins wits src elections,17:10:20 09:43:42,South Africa,"['EFF', 'Wits']"
dt ian ollis rt phumlani majozi leninist eff wits students election show,17:10:20 07:47:35,"Johannesburg, South Africa",['EFF']
eff wining src elections univesities worried thisour youth leader fokol mobilize,17:10:20 06:52:34,South Africa,['EFF']
boys armed right weapons war vote shall uproot guptas fbi exposing eff fbi,17:10:20 06:49:36,"Johannesburg, South Africa","['EFF', 'FBI']"
leninist eff wits students election shows shortsighted illinformed youth nonsensical,17:10:20 06:40:21,"Johannesburg, South Africa",['EFF']
people acting like eff winning witssrcelections bad thing maybe actually get shit done eff,17:10:19 19:55:03,Johannesburg,"['EFF', 'WitsSRCElections']"
2017 src election results across universities anything go eff play big role 2019 beyond witssrcelections,17:10:19 18:44:47,"Johannesburg, South Africa","['EFF', 'WitsSRCelections']"
doublestandards eff expect anc delegates vote eff noconfidence debate zuma,17:10:18 23:17:18,South Africa,"['doubleStandards', 'EFF', 'ANC', 'noconfidence', 'Zuma']"
voteeff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff effsc,17:10:18 12:00:11,"Mthatha,South Africa","['VoteEFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFFSC']"
voteeff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff eff effsc,17:10:18 06:50:43,"Mthatha,South Africa","['VoteEFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFF', 'EFFSC']"
undecided voters fence need convincing talking abt doesnt help eff,17:10:17 16:31:48,"Ethekwini, South Africa",['eff']
eff malema says people want duduzane father prosecuted must stop voting family party,17:10:17 11:13:18,"Soweto, South Africa",['EFF']
fighter chris brown says vote eff fearfokol witseff,17:10:17 07:15:14,"johannesburg, south africa","['EFF', 'FearFokol', 'WITSEFF']"
suspect many anc supporters facing dilemma 2019 elections anc da eff cope udm coalition,17:10:15 22:23:56,South Africa,"['ANC', 'DA', 'EFF', 'Cope', 'UDM', 'Coalition']"
daso wins src uct eff probably surrendered votes da,17:10:15 11:25:48,"Pietermaritzburg, South Africa","['Daso', 'Eff']"
students must research eff represent aspirations black people used black votes da run metros,17:10:15 06:08:44,"Pietermaritzburg, South Africa","['Eff', 'DA']"
goddess busi wonder blacks still vote 4 da coz dont policy whatsoever land eff must expose racist school,17:10:14 08:25:18,"Durban, South Africa",['EFF']
rather vote myanc next time longer support eff,17:10:13 17:08:57,South Africa,"['MyANC', 'EFF']"
think right eff expel councillors voted anc mogale city eff mogalecity,17:10:10 06:17:25,South Africa,"['EFF', 'MogaleCity']"
feeling eff well nxt election atleast 2 provinces grabs huge jump nationally smalema,17:10:09 19:57:02,South Africa,['EFF']
eff hipocrites asked anc mps vote opposition fire voted anc,17:10:09 19:39:59, South Africa,['EFF']
smalema true tht national leadership eff com 2 zebediela contest ward 14 byelection,17:10:09 17:54:23,SOUTH AFRICA,['EFF']
toe party line eff mogalecity councillors voted anc expelled,17:10:08 15:56:24,South Africa,"['EFF', 'MogaleCity', 'ANC']"
eff fired 6 councillors mogale city clever anc stupid eff convinced anc people vote anc,17:10:08 15:32:22,South Africa,['EFF']
alert eff eff expelled six mogale city councillors defied organisation voting anc kokem,17:10:08 12:03:36,South Africa,"['ALERT', 'EFF']"
eff ruled coalitions 2019 general election sabcnews,17:10:08 05:40:36,South Africa,"['EFF', 'sabcnews']"
eff party everywhere like aloe south africa growing higher higher numbers come 2019 elections practicals,17:10:07 12:59:26,"Port Elizabeth, South Africa","['EFF', 'ALoe', 'Practicals']"
smalema msimang wants learn eff sell votes da white racist party formation,17:10:06 19:09:29,"Pietermaritzburg, South Africa","['Eff', 'DA']"
eff src elections university limpopo love tshirt fantastic girlfriends,17:10:04 17:46:37,"Springs, South Africa","['EFF', 'SRC']"
poll knowing funds political party affect vote partyfunding anc da eff ifp nfp,17:10:03 06:10:23,South Africa,"['partyfunding', 'ANC', 'DA', 'EFF', 'IFP', 'nfp']"
two guys revolting students vut eff srcelections src cartoon,17:09:29 10:47:07,South Africa,"['VUT', 'EFF', 'SRCElections', 'SRC', 'cartoon']"
eff votes da joburg council boycott,17:09:28 11:32:07,"East London, South Africa","['EFF', 'DA']"
da never jhb power due illegitimate gifting eff votes eff must withdraw support,17:09:24 13:21:56,South Africa ,"['DA', 'EFF']"
da smalema every voter effs mindset every piece everything needs revolutionized anc outcasts,17:09:23 13:01:16,"Sandton, South Africa",['EFF']
da eff anc cant help wonder happen 2019 elections become null void,17:09:21 17:58:15,"Randburg, South Africa","['DA', 'EFF', 'ANC']"
eff take next election,17:09:19 13:04:12,"Pretoria, South Africa",['EFF']
sedibeng midvaal ward07 bielection alor ridge schoolwe ready eff sedibenghaaaak,17:09:19 08:10:06,"Vereeniging, South Africa",['EFF']
kalushi whilst eff votes oppressors bayozisola,17:09:18 01:04:28,"South Africa, Gauteng","['Kalushi', 'EFF']"
news eff winning election 2019 unachievable dream didnt win even one municipality 3 august 2016,17:09:17 14:23:57,"Durban, South Africa",['EFF']
upcoming byelections ward 14 lepelle nkumpi sub region capricorn region polokwane limpopo good luck eff fighters,17:09:16 17:45:32,South Africa,['EFF']
well done eff helping bring fraudsters trial least u paying attention expect much 2019 steal elections,17:09:14 10:10:26,South Africa,['EFF']
anckzn ok put ndz minus mine wifes vote cant vote eff come,17:09:13 10:38:46,cape town,"['ANCKZN', 'EFF']"
da eff guys realize ancelections sideshow provide credible attractive alternative 2019,17:09:13 06:48:04,South Africa,"['DA', 'EFF', 'ANCELECTIONS']"
zuma informs concerted noconfidence voting trials victory eff da wmc,17:09:12 11:00:33,South Africa,"['Zuma', 'NoConfidence', 'EFF', 'DA', 'WMC', 'southafrica']"
eff members n supports didnt vote local election cos age come 2019 able votei c big chnge,17:09:11 14:45:25,"Soweto, South Africa",['EFF']
agree senzo mchunu eff growing fast towards 2019 election,17:09:10 09:05:39,"Soweto, South Africa",['Eff']
watch vote da longer guaranteed eff leader juliusmalema partys relationship da,17:09:07 08:02:48,South Africa,"['EFF', 'JuliusMalema', 'DA']"
ironic anc calls 4 vote confidence 4 man done 1 yr anc done 23 eff malema saying might vote da,17:09:07 07:39:39,South Africa,"['ANC', 'EFF', 'MALEMA']"
malema eff never abt helping poor sans abt revenge anc zuma wont vote whats best 4 best 4 malema,17:09:07 07:02:45,South Africa,"['Malema', 'EFF', 'ANC', 'ZUMA']"
eff rejects da bid early election beginning end relationship anc,17:09:06 16:05:10,South Africa,"['EFF', 'DA', 'ANC']"
madness reigns nationalassembly anc da eff earlyelections think must hold early election,17:09:06 15:45:11,South Africa,"['NationalAssembly', 'ANC', 'DA', 'EFF', 'EarlyElections']"
