Text,Datetime,Location,Hashtags,polarity,subjectivity,Unnamed: 0
nkululeko chap well spokenhe would make awesome leader ifp reasoning strong electiondebate sabc1,14:03:02 16:35:03,South Africa,"['IFP', 'ElectionDebate']",0.7166666666666667,0.8666666666666667,
deserve coverage like eff da cope udm ifp commend enca fair coverage election rallies,14:05:04 14:06:48,"South Africa, Johannesburg","['eff', 'da', 'cope', 'udm', 'ifp', 'enca']",0.7,0.9,
cant afford fair elections conducting cant afford eff,14:08:19 09:21:41,South Africa,['EFF'],0.7,0.9,
time cput voted wisely votepasma rt rt sasco lost tut unisa eff pasma ivoteeff,14:08:30 11:44:46,"Johannesburg, South Africa","['votePASMA', 'EFF', 'IvoteEFF']",0.7,0.9,
fighters uj dfc good job mobilizing students join hour fighters wits coming vote eff,14:10:15 09:40:33,"Johannesburg, South Africa",['EFF'],0.7,0.6000000000000001,
min dhlamini used grant money fund anc election campaign today doesnt good report 1 child sonadebate,14:06:19 14:57:48,"Gauteng, South Africa","['ANC', 'SonaDebate']",0.7,0.6000000000000001,
thats good news etolls stay going cost anc gauteng elections 16,14:09:08 16:00:30,South Africa,"['eTolls', 'ANC']",0.7,0.6000000000000001,
ifp president iec hire satu teacherswhile satu cosatugtgtanc call dat freean fair election,14:05:05 17:35:44,"Durban, South Africa",['ifp'],0.7,0.9,
argue anc loyalists use vote wisely news,14:10:30 05:21:52,South Africa,['ANC'],0.7,0.9,
eff trending yet good show voteeff2016,14:10:07 10:15:02,"Durban, South Africa","['EFF', 'VoteEFF2016']",0.7,0.6000000000000001,
part good story 62 electorate voted barabeds anc,14:07:09 08:55:17,South Africa,"['BaraBeds', 'ANC']",0.7,0.6000000000000001,
eff hearing biased serves rulling partys south africans votes constitutional mandate superior,14:10:07 08:46:11,"Pretotia, South Africa",['EFF'],0.7,0.9,
anc womans league still 5 months elections good oscar pistorius,14:10:16 06:23:09,"Cape Town, South Africa","['ANC', 'Oscar', 'Pistorius']",0.7,0.6000000000000001,
anc participated byelections 15 wards throughout country yesterday 13 august 2014 many win,14:08:14 08:20:48,South Africa,['ANC'],0.65,0.45,
motsoeneng greedy fraud liar gets top sabc job voted anc shld proud u r dragging us u,14:07:09 18:27:10,"Cape Town, South Africa","['Motsoeneng', 'SABC', 'ANC']",0.65,0.75,
rt sona2014 ifp buthelezi elections speech amusing said theres good story tell reaction,14:02:13 20:07:44,"Mmotwaneng, South Africa","['SONA2014', 'IFP', 'reaction']",0.6499999999999999,0.8,
sona2014 ifp buthelezi elections speech amusing said theres good story tell reaction,14:02:13 18:59:52,Midrand,"['SONA2014', 'IFP', 'reaction']",0.6499999999999999,0.8,
eff manifests amazingly immature behavior national assemblyvoteofnoconfidence,14:09:16 14:45:04,South Africa,"['EFF', 'VoteOfNoConfidence']",0.6000000000000001,0.9,
anc says wont give free houses people didnt fight aphertheid vote anc feel lol asijiki,14:10:22 17:09:13,"Atteridgeville, South Africa","['ANC', 'ANC', 'Asijiki']",0.6000000000000001,0.75,
2016 local elections pass judgement whether parties work eff contest let best party win tnabizbrief,14:09:05 07:04:45,South Africa,"['EFF', 'TNABizBrief']",0.6,0.2333333333333333,
numsa didnt support anc elections still anc got overwhelming support 62 good bye selfexpelled numsa,14:11:08 07:38:00,South Africa,"['Numsa', 'ANC', 'ANC', 'Numsa']",0.6,0.8,
view dont believe mockeryvoters kind leadership eff holdsso shouldnt shock,14:08:21 17:35:20,"Johannesburg,South Africa",['EFF'],0.6,0.9,
honestly folks voted eff ones today talk abt matters cause votes breathed life party,14:12:16 13:19:10,"Johannesburg, South Africa",['EFF'],0.6,0.9,
nice discussion fab joint thats two votes eff,14:09:16 20:59:29,"Soweto, South Africa",['eff'],0.6,1.0,
buthelezi free fair elections ifp defend stance nkandla,14:05:01 15:06:33,"Durban, South Africa","['IFP', 'Nkandla']",0.55,0.8500000000000001,
lol hawu rt welcome eff general ive downloaded election cont,14:10:10 13:00:45,Johannesburg,['EFF'],0.55,0.7000000000000001,
lol mondly lol eh headlines enca parliament voted last night suspend eff,14:11:28 05:29:54,South Africa,"['Parliament', 'EFF']",0.5333333333333333,0.4888888888888889,
numsa believe put workers first anc great battle toward 2016 election,14:11:08 04:09:38,"Tembisa, South Africa","['numsa', 'anc']",0.525,0.5416666666666666,
anc confident therefore statements presented speak decisive interventions grow economy budgetvotes,14:07:15 09:04:19,South Africa,"['ANC', 'BudgetVotes']",0.5,0.8333333333333334,
news still people opted 2 vote anc knowing well baragwanath used top hospital int doctors internships,14:07:11 11:23:06,South Africa,['ANC'],0.5,0.5,
sing wants anc continue win elections govern country dont care vote anc,14:07:11 17:45:54,"Johannesburg, South Africa",['ANC'],0.5,0.25,
messi like anc dont deliver much always win dont know know vote 2014brazilworldcup,14:07:13 23:04:03,"Bloemfontein, South Africa","['Messi', 'ANC', '2014BrazilWorldCup']",0.5,0.30000000000000004,
messi like anc dont deliver much always win dont know know vote 2014brazilworldcup,14:07:13 23:34:38,"Johannesburg, South Africa","['Messi', 'ANC', '2014BrazilWorldCup']",0.5,0.30000000000000004,
darth eff numsa get many votes anc da might co operate,14:07:19 21:20:43,South Africa,"['EFF', 'NUMSA', 'ANC', 'DA']",0.5,0.5,
anc mantashe says congratulated bdp botswana frelimo mozambique winning elections country,14:11:24 12:24:48,"Johannesburg, South Africa",['ANC'],0.5,0.75,
lotus saying one 2016 campaign knw anc lost many votes gauteng etoll,14:10:15 04:24:08,"Durban, South Africa",['ANC'],0.5,0.5,
cdes go fight good war today ward90 polling stations open 7 close 9pm vote joy coplan anc,14:08:13 04:12:04,"Johannesburg, South Africa","['ward90', 'anc']",0.5,0.43333333333333335,
anc asijiki yes voted cyril dp statement dent us love dp myanc,14:08:13 04:25:51,South Africa,"['ANC', 'Asijiki', 'MyANC']",0.5,0.6,
4 months elections wonder many people would vote anc opportunity vote,14:09:26 12:35:42,"South Africa, Botswana",['ANC'],0.5,0.5,
eff jujufloyd im glad voted eff keep parliament toes love,14:09:02 20:00:04,Pretoria,['EFF'],0.5,0.8,
ls18 glad voted eff glad,14:09:25 18:42:36,South Africa,['eff'],0.5,1.0,
voices power vote one power people anc surely anc listened,14:06:29 09:42:07,"Daveyton, South Africa","['vote', 'power', 'ANC']",0.5,0.8888888888888888,
guess safe assume eff da gain votesidonotrecognizeyou,14:11:13 15:23:41,south africa,"['EFF', 'DA', 'IdoNotRecognizeYou']",0.5,0.5,
without fear favour im glad voted eff,14:10:07 10:05:22,"Cape Town, South Africa",['EFF'],0.5,1.0,
without fear favour im glad voted eff,14:10:07 11:11:24,"Mpumalanga, Afrika Borwa 🇿🇦",['EFF'],0.5,1.0,
glad voted eff,14:09:25 18:02:41,"Bloemfontein, South Africa",['eff'],0.5,1.0,
congratulations order eff students university limpopo turfloop campus winning src election asijiki,14:10:10 07:00:26,Centurion,"['EFF', 'ASiJiKi']",0.5,0.75,
okay lets talk eff ulsrcelections party everything see fitters everywhere viva eff viva,14:10:10 11:11:24,South Africa,"['EFF', 'ULSRCelections', 'EFF']",0.5,0.5,
till december eff conferences delegates voting prominent leaders appointments visit branch,14:10:12 16:10:57,South Africa,['EFF'],0.5,1.0,
love loadshedding vote anc,14:12:06 07:19:54,South Africa,"['LoadShedding', 'ANC']",0.5,0.6,
im glad voted eff,14:09:18 07:57:55,South Africa,['EFF'],0.5,1.0,
smalema use support u order man try change voted u coz love u n eff stop please,14:10:28 23:28:04,"Pretoria, South Africa",['eff'],0.5,0.6,
wonder many anc cadres shares labourbrokers companies wake people vote eff asijiki,14:08:19 15:07:53,Soweto ,"['labourbrokers', 'EFF', 'Asijiki']",0.5,0.5,
elections anc given exceptions comes electoral laws mostly bridging section 104 eff,14:08:19 09:00:26,South Africa,['EFF'],0.5,0.5,
lyn see many years anc rulenot leadership 20 years corruption moved 1 voting,14:11:14 17:59:09,Pretoria,['ANC'],0.5,0.5,
mentioning roadsthe anc need somethingthats people voted fora better lifelimpopo,14:06:24 17:13:39,Midrand,"['ANC', 'Limpopo']",0.5,0.5,
smalema surely depriving masses voice alternative eff contesting bi elections,14:08:14 22:12:32,"Polokwane, South Africa",['EFF'],0.5,0.8888888888888888,
lol rt eff make sure get good education voteeff next time rt cont,14:11:19 17:28:23,"Soweto, South Africa","['EFF', 'VoteEFF']",0.5,0.5472222222222223,
parliament love eff nkandla cattle voted da sleepingeven ds asleepds deployed ask max sisulu,14:11:27 18:50:13,"Springs, South Africa","['Parliament', 'Eff', 'Nkandla', 'cattle', 'DA']",0.5,0.6,
peeps voting anc 20yearsofemptypromises overwhelmingly voted swapo abusing,14:11:30 06:26:21,Cape Town,"['ANC', '20yearsofemptypromises']",0.5,1.0,
eff delegates vote tonight order fill partys top six positionsknowmore gtgt,14:12:14 14:10:13,South Africa,"['EFF', 'KnowMore']",0.5,0.5,
time nominations voting top six singing dancing hall effassembly eff,14:12:14 20:19:20,"Johannesburg, South Africa","['EFFassembly', 'EFF']",0.5,0.5,
fully representative age gender eff voters rt eff top 6 duly democratically elected,14:12:14 22:19:06,South Africa,['EFF'],0.5,0.5,
rt473 vote tallied anc 62 vote da 238 eff 46 ifp 23 nfp 15 vfplus 1 slowly surely maqabane,14:05:08 08:48:12,Johannesburg ,"['ANC', 'DA', 'EFF', 'IFP', 'NFP', 'VFPlus']",0.5,0.8888888888888888,
smalema im proud vote really working thank voice oppressed forward eff,14:08:21 18:08:49,South Africa,['EFF'],0.5,0.6,
guess safe assume eff da gain votesidonotrecognizeyou,14:11:13 15:23:41,south africa,"['EFF', 'DA', 'IdoNotRecognizeYou']",0.5,0.5,
parliament love eff nkandla cattle voted da sleepingeven ds asleepds deployed ask max sisulu,14:11:27 18:50:13,"Springs, South Africa","['Parliament', 'Eff', 'Nkandla', 'cattle', 'DA']",0.5,0.6,
chester like real johnnycomelateley latching onto election2014 potjie function welcome da,14:12:11 09:45:47,"Pretoria, South Africa","['Election2014', 'DA']",0.5,0.6000000000000001,
party would implement manifesto winning elections would eff abandoned land expropriation elections,14:09:27 12:33:05,"Pretoria, South Africa",['EFF'],0.5,0.75,
winning doesnt make eff better party better party make winnerscome 2016electionsviva eff viva,14:12:23 14:52:49,"Midrand, South Africa",['EFF'],0.5,0.5833333333333334,
gauteng anc resolved oppose etolls gauteng get right vote happiness,14:10:05 15:58:49,"South Africa , Northgate","['ANC', 'e', 'vote', 'happiness']",0.4928571428571428,0.3678571428571429,
tshwane anc politics becoming bread butter fix 2016 elections interesting,14:07:29 00:17:38,Pretoria,['ANC'],0.475,0.675,
well done ryancoetzee best election strategist legacy made possible mighty anc still bleeding,14:09:19 05:52:55,"Cape Town, South Africa","['ryancoetzee', 'ANC']",0.4666666666666666,0.7333333333333334,
eff door door prior electionon good ate brown bread bananaseffbreakfast effassembly good 4 fighter,14:12:14 12:28:26,"Ivory Park, South Africa","['EFF', 'EFFbreakfast', 'EFFassembly']",0.4666666666666666,0.4000000000000001,
true movie sarafina played b4 elections anc would win large margin vote da nxa,14:11:07 20:57:17,"Johannesburg, South Africa.","['Sarafina', 'ANC']",0.4547619047619047,0.4928571428571429,
ifp sibongile nkomo kzn moving towards becoming official opposition elections2014,14:05:08 08:14:56,"Midrand, South Africa","['IFP', 'Elections2014']",0.45,0.8500000000000001,
people follow winning path need see anc beaten importantly eff make palatable voters,14:12:23 11:01:11,"Pretoria, South Africa",['EFF'],0.45,0.875,
ifp sibongile nkomo kzn moving towards becoming official opposition elections2014,14:05:08 08:14:56,South Africa,"['IFP', 'Elections2014']",0.45,0.8500000000000001,
ifp sibongile nkomo kzn moving towards becoming official opposition elections2014,14:05:08 08:14:56,"Midrand, South Africa","['IFP', 'Elections2014']",0.45,0.8500000000000001,
e anc always looked say right things win votes first promises often contradict sound business sense,14:11:02 17:49:19,South Africa,['ANC'],0.43392857142857144,0.4172619047619047,
leadership eff want strong team contest 20142015 vut src election asijiki asijoki,14:08:06 18:23:05,"South Africa, Midrand","['EFF', 'AsiJiki']",0.4333333333333333,0.7333333333333333,
eff million votes first elections effective,14:12:23 16:14:43,JOHANNESBURG,"['EFF', 'EFFective']",0.425,0.5666666666666667,
welcome eff general ive downloaded election manifesto let know mase ngiready,14:10:10 12:58:18,South Africa,['EFF'],0.42500000000000004,0.7,
lol debauchery hahaha oh enjoy parliamentary channel ever since eff voted us voted exactly,14:08:21 15:05:19,Johannesburg ,['EFF'],0.4125,0.4625,
reality 101anc went elections 6came 8lost 1 gained 3 thats huge deal da,14:08:14 11:27:27,"Durban,South Africa","['ANC', 'DA']",0.4000000000000001,0.9,
fighters local level also sitting laurelsgt free berets win votes eff,14:11:02 17:18:50,South Africa,['EFF'],0.4000000000000001,0.4000000000000001,
yourvote ifpgtindependent free picturesgtgtk gwababacirclegtgt 2014elections,14:04:22 18:46:35,South Africa,"['YourVote', 'IFP', 'GwababaCircle', '2014Elections']",0.4,0.8,
enough tshirts hand students tomorrow promise well win uj dfc students ask tshirts vote eff,14:10:16 21:58:21,"Johannesburg, South Africa",['EFF'],0.4,0.45,
naka etollsreview anc win back vote gauteng says holy cows makhura,14:10:05 05:46:47,"Pretoria, South Africa","['eTollsReview', 'ANC']",0.4,0.2,
pray educated voting mass bring mighty anc knees,14:08:25 20:11:27,"Beacon Bay, South Africa",['ANC'],0.4,0.9,
nothing attractive white girl eff attirecome carien put l swear l vote,14:12:15 08:30:27,SA,['EFF'],0.4,0.5,
cosas sasco longer relevant leadership free quality education never realized students please vote eff,14:10:10 05:54:00,"Pretoria, South Africa",['EFF'],0.4,0.8500000000000001,
anc doesnt really want united society races loving respecting bc uses apartheid gain votes,14:09:03 05:29:16,"Durban, South Africa",['ANC'],0.4,0.575,
glad u noticed eff wins limpopo university src elections stronghold ruling,14:10:10 16:56:46,"Gauteng, South Africa",['EFF'],0.4,0.6,
ay angathi ngizozi votelela ifp bakithi ama zulu awafunwa ndawo atleast mangosuthu welcome open arms viva ifp viva ifp,14:03:02 11:41:23,South Africa,['IFP'],0.4,0.7,
eff srcelections smalema please dont wait zuma pay back money nationalize wizzit cards lol,14:10:10 03:28:58,"Diepkloof, South Africa","['EFF', 'SRCelections']",0.4,0.35,
anc calls upon relevant institutions undertake urgent investigation circumstances surrounding election,14:06:29 16:27:52,South Africa,['ANC'],0.4,0.9,
dear anc voter excusing ends even cant claim enjoy loadshedding either zuma co lose power continue,14:12:06 03:51:07,"Umlazi, South Africa","['ANC', 'LoadShedding', 'Zuma']",0.4,0.5,
eff rightly challenging status quo effort commended anc shaken voters watching revolution overnight democracy wins,14:09:16 18:01:55,"Polokwane, South Africa","['EFF', 'ANC']",0.4,0.6,
eff rightly challenging status quo effort commended anc shaken voters watching revolution overnight democracy wins,14:09:16 18:01:55,"Polokwane, South Africa","['EFF', 'ANC']",0.4,0.6,
great news ifp vote medical innovation bill presented parliament via ifp,14:02:20 08:10:44,"Johannesburg, South Africa",['IFP'],0.4,0.375,
based vote may hope anc ayisafani lol tomorrow shouldve public holiday,14:07:17 21:07:37,"Johannesburg, South Africa","['Anc', 'Ayisafani']",0.4,0.3833333333333333,
ifp president iec hire satu teacherswhile satu cosatugtgtanc call dat free election,14:05:05 17:34:29,"Durban, South Africa",['ifp'],0.4,0.8,
khampepereport confirmed ancgovt covered findings 2002zimelections know anc behave start losing,14:11:17 10:30:52,"Cape Town, South Africa","['KhampepeReport', 'ANCGovt', '2002ZimElections', 'ANC']",0.4,1.0,
ceo nothing attractive white girl eff attireput l swear l vote want tenders votes,14:12:15 09:07:04,Johannesburg,['EFF'],0.4,0.5,
anc equally thanks dedicated hardworking men women iec delivering credible free fair peaceful byelections,14:09:18 06:34:24,South Africa,"['ANC', 'byelections']",0.39,0.62,
rt many fighters taught struggle songs doorstep eff assembly first time voters,14:12:14 07:38:07,South Africa,['EFF'],0.375,0.41666666666666663,
many fighters struggle songs doorstep eff peoples assembly first time voters,14:12:14 06:33:11,South Africa,['EFF'],0.375,0.41666666666666663,
anc byelections victory addition 8 wards movement successfully retained various wards across country,14:09:18 06:21:37,South Africa,"['ANC', 'byelections']",0.375,0.725,
everyone knew 14yrs morally bankrupt anc presidents khampepe zims 2002 elections free fair,14:11:15 08:06:17,South Africa,"['ANC', 'Khampepe', 'Zim']",0.3666666666666667,0.65,
vote eff neither wish win youre expect one loose votersasuwere,14:09:18 10:39:42,Johannesburg,['EFF'],0.3615384615384616,0.33461538461538465,
eff literally ran statism theft ticket 6 voting south africans loved it94 didnt proof enough sans lefties,14:10:07 08:07:08,"Umlazi, South Africa","['EFF', 'statism']",0.35,0.65,
dalailama barred tutu still vote anc gotten losing cool,14:09:04 09:55:45,"Cape Town, South Africa","['DalaiLama', 'Tutu', 'ANC']",0.35,0.65,
ok ok ok let get straight yall last time checked voted anc eff da,14:07:15 07:02:54,"Midrand, Johannesburg","['ANC', 'EFF', 'DA']",0.33999999999999997,0.3933333333333333,
chaotic behavior wont change things parliamentanc leading party period parties prove worthy 4 votes,14:11:28 06:10:55,Lenasia,['ANC'],0.3333333333333333,1.0,
hmmm never far chances ifp da merger elections2014 sounds like good idea,14:05:10 09:11:22,"Sunninghill, Sandton, Gauteng","['IFP', 'DA', 'Elections2014']",0.32499999999999996,0.8,
elect eff 5th7th may 2014saelections rescue black consciousness momentum viva eff udm pac ifp viva,14:04:07 19:40:57,Johannesburg,"['EFF', '2014SAelections', 'EFF', 'UDM', 'PAC', 'IFP']",0.3166666666666667,0.6666666666666667,
sabcelections cope sounds relevant smmes ifp isnt promising anc didnt respect time mvoko cut ja neh,14:04:27 16:57:35,South Africa,"['SABCElections', 'COPE', 'IFP', 'ANC']",0.30000000000000004,0.7,
anc wins 10 wards da 1 byelections,14:09:18 16:13:08,South Africa,"['ANC', 'SouthAfrica']",0.3,0.2,
anc wins majority byelections,14:11:27 14:40:24,South Africa,"['ANC', 'SouthAfrica']",0.3,0.2,
happened parliament 13 nov proves anc dont know democracy wont accept election defeat,14:11:14 06:01:46,Vereeniging,"['parliament', 'ANC']",0.3,0.0,
anc wins tsolwana byelectionda notes increased supportgtgtgt,14:09:18 13:29:08,"Port Elizabeth, South Africa","['ANC', 'ByElection']",0.3,0.2,
da elections budget eff would done far better da even experts us anc,14:11:15 21:20:35,South Africa,['EFF'],0.3,0.75,
protesters block golden highway rocksgt anc voters know protest,14:09:23 06:13:01,South Africa,['ANC'],0.3,0.5,
smiling ear ear seeing eff continues reprimand anc happy vote wasnt waste asijiki parliament paybackthemoney,14:11:14 07:15:29,"South Africa, Pretoria","['EFF', 'ANC', 'asijiki', 'parliament', 'PayBackTheMoney']",0.30000000000000004,0.5,
well done rt anc wins 10 wards da one byelections,14:09:18 12:06:04,"Polokwane, South Africa",['ANC'],0.3,0.2,
anc wins 10 wards da one byelections,14:09:18 11:56:26,"Johannesburg, South Africa",['ANC'],0.3,0.2,
