Text,Datetime,Location,Hashtags
candidates upcoming byelection mp govan mbeki ward 25 da nicholaas huyssteen anc khumbulani ngema eff bandeli nkosi ifp malibongwe dlamini 2021 results 743 865 465 043,22:11:21 10:31:24,"Pretoria, South Africa","['DA', 'ANC', 'EFF', 'IFP']"
candidates upcoming byelection mp mkhondo ward 15 anc sabelo shoba eff jabulani ndlangamandla ifp sinenhlanhla madonsela aacum busangani magagula ind jabulani nkosi ind bhekisisa kunene ind sibusiso ntshalintshali 2021 results 5096 971,22:11:21 10:25:57,"Pretoria, South Africa","['ANC', 'EFF', 'IFP', 'AACUM']"
2024 vote da vote keep anc power better alternative eff,22:11:19 20:17:28,South Africa,['EFF']
eff leader julius malema intervention eastern cape election outcome seems innocent may meets eye malema eff click full story,22:11:17 07:00:12,South Africa,"['malema', 'EFF']"
results yesterdays byelection lim bela bela ward 01 vfplus 5835 3207 da 3482 3104 anc 536 053 eff 147 101 vfplus win ward da johan cloete elected,22:11:17 04:58:21,"Pretoria, South Africa","['VFPlus', 'DA', 'ANC', 'EFF']"
actionsa clearly vendetta da sole purpose eventually vote anc eff,22:11:15 08:28:31,johannesburg,"['anc', 'eff']"
byelection candidate list 16 nov election lim bela bela ward 01 da hendrika kruger vfplus johan cloete anc bianca moco eff mahlomola mohlala 2021 results 6586 2628 483 248,22:11:13 18:03:55,"Pretoria, South Africa","['DA', 'VFplus', 'ANC', 'EFF']"
hung nkululeko n culture abd broke made first milli 26 years old also spoke politics relation eff malema mmusimaimane electoralammendmentbill anc 2024election etc,22:11:12 09:23:14,"Johannesburg, South Africa","['eff', 'malema', 'mmusimaimane', 'electoralammendmentbill', 'anc', '2024Election']"
lets vote fearless leader cic cic juliusmalema sellojuliusmalema eff youth blacklifematters blackconsciousness mzanzi brandsa,22:11:10 20:44:12,"Polokwane, South Africa","['CIC', 'JuliusMalema', 'sellojuliusmalema', 'EFF', 'youth', 'blacklifematters', 'blackconsciousness', 'Mzanzi', 'BrandSA']"
clarity man thinking impressive left right juju eff middle ground impressed still supporter vote impressed nonetheless,22:11:10 14:24:53,South Africa  ,"['Juju', 'EFF']"
em basically eff get enough votes deserve position,22:11:09 07:23:06,South Africa,['EFF']
anc members reject eff running metro ekurhuleni 10 votes anc compromise principles short term power thank listening eff malema ekurhulenicouncil voetsekeff floydshivambu,22:11:09 05:10:25,"South Africa, Thohoyandou ","['eff', 'malema', 'EkurhuleniCouncil', 'voetsekeff', 'floydshivambu']"
koalisie politiek die toekoms kom ons red suidafrika vanuit die anc en eff se kloue coalitions politics future lets save south africa clutches anc eff registreeromtestem registertovote,22:11:08 15:17:24,"Centurion, South Africa","['ANC', 'EFF', 'ANC', 'EFF', 'RegistreerOmTeStem', 'RegisterToVote']"
savoters please wake stop voting anc allies eff udm atm patrioticalliance etc parties used keep anc power future elections wake stop manipulated,22:11:08 13:35:46,"Cape Town, South Africa","['SAVoters', 'ANC', 'EFF', 'UDM', 'ATM', 'PatrioticAlliance']"
tania campbell back city ekurhuleni mayor eff thank da leader voted motion confidence tabled anc two weeks ago read taniacampbell eff,22:11:08 13:23:19,South Africa,"['TaniaCampbell', 'EFF']"
eff votes da back power ekurhuleni,22:11:08 13:19:26,South Africa,"['EFF', 'DA']"
eff principled organisation tania campbell voted eff abstained today voted da anc wanted cogovern whereas eff wanted govern ekurhuleni alone,22:11:08 12:35:08,"Gauteng, South Africa","['EFF', 'DA']"
party anc together eff made mockery people ekurhuleni afternoon made sick vote tania campbell first place people tembisa must look spit ground walk,22:11:08 11:54:03,"Gauteng, South Africa","['ANC', 'EFF']"
thats eff vote da something unfortunate ekurhuleni,22:11:08 09:52:49,"Gauteng, South Africa","['EFF', 'DA']"
councillors singing sobuya nay iekurhuleni loosely translated take ekurhuleni council expected elect executive mayor today das tania campbell voted via motion confidence october 26 eff ekurhuleni,22:11:08 08:19:41,"Johannesburg, South Africa","['EFF', 'Ekurhuleni']"
nothing eff coalition government brother let people give eff 501 votes speak criticize fail u see reflection 2024 people dnt give one party power coalition government scam delay us,22:11:07 19:07:16,"Tembisa, South Africa",['EFF']
yoo da congratulating eff winning ward elections dont push,22:11:07 09:00:03,South Africa,"['DA', 'EFF']"
anc nursing egos feelings apartheid beneficiaries far long process mastered art making millions african voters fall deceit need unapologetic alternative problack movement need eff,22:11:06 08:04:08,"Durban, South Africa",['EFF']
van agreed would put vote actionsa showing flip flop behavior eff interested power management city,22:11:03 10:10:19,South Africa,"['ActionSA', 'EFF']"
possible al metros supposed rerun elections especialy since people spoken ballots paper gatvol anc govern citiesnow anc wants impose us throguh backdooreff cn much better corrupt syndicate anc,22:11:03 07:37:48,"Centurion, 🇿🇦","['ANC', 'ANC', 'EFF', 'ANC']"
results byelection 2nd november kzn ethekwini ward 10 kloof da 948 1577 anc 351 189 abc 12 117 ifp 026 045 eff 024 17 caelee laing elected councillor 311 voter turnout,22:11:03 07:14:21,"Pretoria, South Africa","['DA', 'ANC', 'ABC', 'IFP', 'EFF']"
things white people dont agree da still vote das stance preserve white supremacy binding agent get black people threaten vote eff love africans,22:11:02 19:11:51,"Durban, South Africa",['EFF']
smalema eff amalgamate anc members anc going vote malema president country bring pass resolution anc,22:11:02 16:54:58,South Africa,"['EFF', 'ANC']"
savoters withhold vote anc political ideological allies well since anc simply form politicalcoalition eff atm udm patrioticalliance etc order stay power,22:11:02 16:49:59,"Cape Town, South Africa","['SAVoters', 'ANC', 'PoliticalCoalition', 'EFF', 'ATM', 'UDM', 'PatrioticAlliance']"
want fix cityofjoburg 1 stuff 2 dont vote anc eff 3 convince neighbours voetsekanc voetsekeff,22:11:02 11:00:01,South Africa,"['CityOfJoburg', 'ANC', 'EFF', 'VoetsekANC', 'VoetsekEFF']"
eff get field mayoral candidate ekurhuleni whereas abstained voting tania campbell ekurhuleni,22:11:02 09:01:26,"Gauteng, South Africa","['EFF', 'Ekurhuleni']"
candidate list byelection 2nd november kzn ethekwini ward 10 kloof da caelee laing anc thabile zulu eff senzo mtembu ifp louisa smal abc philani mavundla 2021 party results 7903 54 194 071 003,22:11:01 08:28:41,"Pretoria, South Africa","['DA', 'ANC', 'EFF', 'IFP', 'ABC']"
cic ufunwa iground eff votemuntuomusha woza2024woza,22:10:30 07:21:42,"Umkomaas, South Africa","['EFF', 'voteMuntuOmusha', 'Woza2024Woza']"
results byelection ec king sabata dalindyebo ward 07 27th october anc 7391 1759 eff 1944 910 isanco 403 318 udm 263 1579 siphokazi madyum elected turnout terrible 167 turnout anc 422 votes,22:10:27 20:09:54,"Pretoria, South Africa","['ANC', 'EFF', 'ISANCO', 'UDM']"
still going vote anc eff,22:10:27 16:17:35,johannesburg,"['anc', 'eff']"
2024election vote southafricaelection2024 anc eff actionsa da da,22:10:27 07:12:08,"Johannesburg, South Africa","['SouthAfrica', '2024election', 'Vote', 'SouthAfricaElection2024', 'ANC', 'EFF', 'ActionSA', 'DA']"
fundamental cultural value da voters must thanked could never understand media hyped racistsocialist party eff never understand person supports eff except leftwing equivalent awb,22:10:26 21:57:17,"Johannesburg, South Africa","['EFF', 'AWB']"
absolutely vote small independent party vote anc eff ive seen againno logic voting small independents,22:10:26 19:55:25,"Johannesburg, South Africa","['ANC', 'EFF']"
see happens highly uneducated voters abstain voting eff ekurhuleni taniacampbell da coj da natashamazzone,22:10:26 16:13:47,"Midrand, South Africa","['EFF', 'Ekurhuleni', 'TaniaCampbell', 'DA', 'COJ', 'natashamazzone']"
political party useless da voters claim represent said must parties including eff mphophalatse,22:10:25 13:15:43,"Johannesburg, South Africa","['EFF', 'mphophalatse']"
like smaller parties stop fighting amongst gain ground opposition failed anc need start building bridges 2024election gonna work together excluding eff da actionsa,22:10:25 08:41:07,"Cape Town, South Africa","['ANC', '2024election', 'EFF', 'DA', 'ActionSA']"
candidates upcoming byelection held ec king sabata dalindyebo ward 07 anc siphokazi madyum udm siphulaphule gqobo eff lockington majokweni isanco sandile bimbi 2021 results 5632 1842 1034 085,22:10:24 13:59:38,"Pretoria, South Africa","['ANC', 'UDM', 'EFF', 'ISANCO']"
yes vote eff cooking better poverty stricken future hopeless joblessness closed factories businesses unemployment hunger,22:10:23 07:52:04,"Johannesburg, South Africa",['EFF']
need lee khan yew type leadership political parties helping voting childish personal interest jealousy shortsighted interest support yew campaign leadership resurrection sayew anc da ff ifp eff actionsa,22:10:22 10:05:44,South Africa,"['sayew', 'anc', 'da', 'ff', 'ifp', 'eff', 'actionsa']"
eff seating table anc formulating council downfall voting anc electoral reform matters flying nkandla without mandate wow,22:10:22 05:25:09,"Cape Town, South Africa",['EFF']
economic freedom fighters eff kwazulunatal elective conference kicks durban friday along electing provincial leadership party also expected reflect performance last year municipal elections eff,22:10:21 05:45:20,"Pretoria, South Africa",['EFF']
stop eff nkomazi 2024 national elections upset experienced 2024 fighters lazy peoplethey hard workers importantly smart workers,22:10:21 05:39:47,"Durban, South Africa",['EFF']
october byelection eff stuns anc stronghold nkomazi landslide victory first historic win mpumalanga date,22:10:21 04:21:11,"Johannesburg, South Africa","['EFF', 'ANC', 'Mpumalanga']"
results election mp nkomazi ward 11 eff 5775 3636 anc 345 2923 eff win ward surprise fane elected councillor surprise victory eff anc stronghold anyone region insight big swing,22:10:20 13:43:13,"Pretoria, South Africa","['EFF', 'ANC']"
eff juliusmalema anc byelection2022,22:10:20 13:04:40,"Linden, Johannesburg","['EFF', 'JuliusMalema', 'ANC', 'ByElection2022']"
wow finally hear eff winning ward byelection tally wins nationally byelections year,22:10:20 04:30:27,"Umlazi, South Africa",['EFF']
da would also help stop corruption savoters would stop voting anc allies form politicalcoalitions enable get back power eff patrioticalliance ifp actionsa etc,22:10:18 08:59:43,"Cape Town, South Africa","['corruption', 'SAVoters', 'ANC', 'PoliticalCoalitions', 'EFF', 'PatrioticAlliance', 'IFP', 'ActionSA']"
eff true breaking news eff office hillbrow manufacturing south african id cards big numbers zimbabweans nigerians vote eff 2024 eff operation dudula,22:10:17 18:48:48,South Africa,['EFF']
country gears 2024 general elections eff westerncape currently 3 voter support ambitious plans toppling da governing province outright majority,22:10:17 18:42:17,"Johannesburg, South Africa","['EFF', 'WesternCape', 'DA']"
one election set 19th october mp nkomazi ward 11 candidates anc sizakele ngomane eff surprise fane 2021 results 6373 2139,22:10:16 11:46:30,"Pretoria, South Africa","['ANC', 'EFF']"
even eff doesnt vote anc ekurhuleni tania campbell go must go anc must convince parties vote eff likely abstain anyway,22:10:16 06:15:46,"Gauteng, South Africa","['EFF', 'EFF']"
according article slavery alive unwell south africa white colonialists black nigerians nothing good come eff free loot whats left grab everything voted,22:10:15 07:27:45,"Johannesburg, South Africa","['slavery', 'EFF']"
well said sg also concerned eff getting 2 votes ward members branch people must eff wait turn serious business,22:10:15 03:13:55,"Durban, South Africa",['EFF']
foresee lasting relationship anc eff unless anc starts taking votes people seriously knowing anc prioritise arrogance sadly black people continue suffer even beyond 2024 need strategy avert,22:10:14 03:19:51,"Durban, South Africa","['ANC', 'EFF', 'ANC', 'ANC']"
right wing parties colluding making sure apartheid legacy maintained hope eff uses votes force confused anc implement pro poor programmes bring end landlessness economic apartheid,22:10:13 09:12:57,"Durban, South Africa","['EFF', 'ANC']"
results byelection held kzn umuziwabantu ward 11 ifp 529 4568 sun 2334 na anc 1634 1072 eff 322 425 aljama 106 5002 ifp wins seat khanyisile mbotho elected,22:10:13 08:12:04,"Pretoria, South Africa","['IFP', 'SUN', 'ANC', 'EFF', 'AlJama']"
results byelection held wc city cape town ward 05 da 9226 429 acdp 746 478 eff 016 055 ara 012 011 da win ward miquette temlett elected,22:10:13 08:06:21,"Pretoria, South Africa","['DA', 'ACDP', 'EFF', 'ARA']"
results byelection held wc cederberg ward 05 da 4574 28 pa 3329 2494 anc 209 462 eff 006 008 da win ward john hayes elected,22:10:13 08:01:52,"Pretoria, South Africa","['DA', 'PA', 'ANC', 'EFF']"
unfortunately end near eff enter politicalcoalition anc 2024elections malema govt probably cabinetminister ancs strategy current trend making clear,22:10:13 07:18:34,"Cape Town, South Africa","['EFF', 'PoliticalCoalition', 'ANC', '2024Elections', 'Malema', 'CabinetMinister', 'ANC']"
salute always choosing councilor candidates known children old people many fighters chose councilor candidates based friendship benefit future communitys dnt vote eff also vote face,22:10:12 09:11:56,"Tembisa, South Africa",['EFF']
reluctantly agree anc eff politicalcoalition 2024election highly likely happen need minority parties shortage candidates among unprincipled lot collapsed current coalitions,22:10:12 06:52:30,"Cape Town, South Africa","['ANC', 'EFF', 'PoliticalCoalition', '2024Election']"
southafrican zimbabwe africans decay education anciscorrupt eff 10october people told 1992 np referendum vote yn voted vote n tambo said become like zimbabwe marginalize groups,22:10:10 18:05:58,"Pretoria, South Africa","['SouthAfrican', 'Zimbabwe', 'Africans', 'decay', 'education', 'ANCisCorrupt', 'EFF', '10october']"
candidates upcoming byelection 12th october wc city cape town ward 05 da miquette temlett acdp karin verschoor eff motlatso maunatlala ara shana october 2021 party results 8797 268 071 001,22:10:10 05:00:00,"Pretoria, South Africa","['DA', 'ACDP', 'EFF', 'ARA']"
candidates upcoming byelection 12th september wc cederberg ward 05 da john hayes anc beverly van der heeverschalk pa william farmer eff ferdienand fransman 2021 party results 4294 2552 835 014,22:10:10 05:00:00,"Pretoria, South Africa","['DA', 'ANC', 'PA', 'EFF']"
candidates upcoming byelection 12th october kzn umuziwabantu ward 11 aljama allucious duma anc zethi khopho eff benard mpande ifp khanyisile mbotho atm yonelz mzize abc sabelo dlamini sun thulani ncane order 2021 results,22:10:10 05:00:00,"Pretoria, South Africa","['AlJama', 'ANC', 'EFF', 'IFP', 'ATM', 'ABC', 'SUN']"
eff party rascals changing vote earns name nyaope boys,22:10:09 13:54:42,"Gauteng, South Africa",['EFF']
traumatizing anc eff voteeff,22:10:08 06:54:40,"Johannesburg, South Africa","['EFF', 'VOTEEFF']"
effs 7 nonnegotiable cardinal pillars one cic julius malema flipflopped flipflopping tag meant dissuade potential eff voters trusting party,22:10:07 13:59:58,"Durban, South Africa","['EFF', 'EFF']"
eff urges votes lesotho counterpart election eff lesotho,22:10:07 12:16:25,South Africa,"['EFF', 'Lesotho']"
eff wishes lesotho peaceful free fair elections sabcnews,22:10:07 11:01:19,"Johannesburg, South Africa","['EFF', 'sabcnews']"
2021 eff received 2400 000 24 million votes expect beneficiaries apartheid askaris irked reality especially approaching 2024 shakenwe focused ultimate prize state power,22:10:07 09:20:35,"Durban, South Africa",['EFF']
someone told wont vote eff cic hates whites people went say without whites would starve,22:10:05 15:05:59,"Sandton, South Africa",['EFF']
zulu vote eff eff,22:10:05 05:35:51,"Mpumalanga, South Africa Mkhuh",['EFF']
eff really wants weak anc depends stay power use relatively small share vote propel pecuniary leaders government read latest piece,22:10:04 07:55:36,"Johannesburg, South Africa","['EFF', 'ANC']"
nopeda mpc never numbers unpatrioticalliance goodfornothing eff swing votes best,22:10:03 20:27:24,"Delft, South Africa","['UnpatrioticAlliance', 'Good', 'EFF']"
archives well know country south africa president like ohh forgot smalema going preside affairs south africa support rwanda africaunite votemuntuomusha eff,22:10:03 05:24:18,"Umkomaas, South Africa","['Rwanda', 'AfricaUnite', 'VoteMuntuOmusha', 'EFF']"
cabonena black girls get incentivised get pregnant unsustainable source comeon black girls breed breedbreed votes cares nothing bring generation youve gone black princesses merely dropping lambs numbereffanc,22:10:01 01:08:41,South Africa,['EFF']
eff many socalled opposition parties eager get bed anc exchange powerandpositions despite trumpeting antianc stance prior elections,22:09:30 13:44:03,"Cape Town, South Africa","['EFF', 'ANC', 'PowerAndPositions', 'AntiANC']"
whats difference anc eff dont see difference disappointed vat n sat happening joburg misusing vote,22:09:30 12:54:36,"Midrand, South Africa","['ANC', 'EFF', 'joburg']"
anc eff rotten core interested money power doomed country thank anc eff destroy pity voters cant see clown country,22:09:30 11:04:25,South Africa,"['ANC', 'EFF', 'SA', 'ANC', 'EFF']"
coalition thing kak dont expect vote next election hate vat n sat happening joburg municipality vote deserve better eff,22:09:30 10:45:49,"Midrand, South Africa","['Joburg', 'my', 'eff']"
anc played whole thing perfection lose hope multiparty coalitions upcoming 2024 elections simply argue simple two party arrangement namely eff stable youre fucked,22:09:30 10:26:17,"Umlazi, South Africa","['ANC', 'EFF']"
l vote fraudulent eff waste vote joblessness poverty skills gone capital gone factories closed businesses closed,22:09:28 17:18:16,"Johannesburg, South Africa",['EFF']
remember smalema wont like thatthey want open borders vote eff end south africaask look friends business associates understand,22:09:26 08:33:29,"Pretoria, South Africa",['EFF']
anc care people country matter prove vote anc eff complicit,22:09:26 07:48:36,johannesburg,"['anc', 'anc', 'eff']"
juliusmalema easily grow eff simply apologizing participating jacobzuma resign change stance putsouthaficansfirst go full attack cyrilramaphosa pravingordhan enochgodongwane andrederuyter even steal election,22:09:25 09:42:36,"Durban, South Africa","['JuliusMalema', 'EFF', 'JacobZuma', 'PutSouthAficansFirst', 'CyrilRamaphosa', 'PravinGordhan', 'EnochGodongwane', 'AndreDeRuyter']"
vote actionsa childish eff,22:09:21 16:10:32,"Johannesburg, South Africa","['ActionSA', 'EFF']"
vote eff loadshedding thing past,22:09:20 17:12:43,"Midrand, South Africa","['EFF', 'Loadshedding']"
7 nonnegotiable cardinal pillars eff would like non voters eff tell dont agree,22:09:20 08:31:25,"Durban, South Africa","['EFF', 'EFF']"
2024 tell interested know eff policies objectives yes anc must removed alternative eff must made known people lets debunk myths propaganda lies educating voters eff,22:09:20 08:18:09,"Durban, South Africa","['EFF', 'EFF', 'EFF']"
dear voters misled media privileged individuals eff successful proven track record managing finances party manage internal affairs better anc da stop managing country,22:09:20 07:37:20,"Durban, South Africa",['EFF']
2024 let vote party well show anc da eff seen take us anywhere like political party,22:09:19 11:01:20,"Durban, South Africa","['anc', 'DA', 'eff']"
still dont credible political leadership vote 2024 anc eff da actionsa maybe gaytonmakhenzi pa bit promising,22:09:18 19:52:00,"Atteridgeville, South Africa","['ANC', 'EFF', 'DA', 'ACTIONSA', 'GaytonMakhenzi', 'PA']"
want return power metros 2024 vote eff vote coalition vbs looters,22:09:18 15:12:57,"Pretoria, South Africa","['EFF', 'AN', 'VBS']"
abt give voters background eff ok stunts last time worked u run jhb u moved lot people ward58 wards u gave buildings whites jhb people sleep parks hijacked ward councillors da,22:09:18 11:11:21,"Johannesburg, South Africa","['EFF', 'DA']"
citizens kzn would served public representatives focused paid jobs instead attending envelope openings nkandla eff offices time citizens voted deserving reps kznanc anckzn,22:09:18 08:24:09,"Johannesburg, South Africa","['KZN', 'Nkandla', 'EFF', 'kznanc', 'anckzn']"
think bit disrespectful black south africans say single issue voters would 18yr old ivory parktembisa vote da actionsa actually alternative eff ground,22:09:18 07:37:56,"kalibab, Midrand","['DA', 'ACTIONSA', 'EFF']"
absolutely stopvotinganc eff,22:09:17 14:59:43,johannesburg,"['StOPVotingANC', 'eff']"
questions also needed asked opposition parties continual make minimal impact traditional anc voters given current economic climate eff already main opposition parliament provinces,22:09:17 13:45:06,"Langebaan, South Africa","['ANC', 'EFF']"
organization trust eff policy written black white itvis accessible members sing one song africa africans self haters threatens hold votes doesnt make change song trust eff,22:09:17 12:20:20,"Benoni, South Africa",['EFF']
bot using stomach think vote eff come 2024,22:09:17 09:29:29,"Benoni, South Africa",['EFF']
results byelection held wc prince albert ward 04 da 506 2108 kgp 4849 1731 ara 058 eff 034 151 da win ward kgp magrietha jaftha elected,22:09:16 20:40:46,"Pretoria, South Africa","['DA', 'KGP', 'ARA', 'EFF']"
results byelection held kzn umhlathuze ward 12 ifp 5437 2862 anc 4335 1553 eff 216 924 ccu 012 006 ifp win ward anc vincent dludla elected,22:09:16 20:35:27,"Pretoria, South Africa","['IFP', 'ANC', 'EFF', 'CCU']"
realnewsformobile anckzn eff anc elections2022 cyrilramaphosa,22:09:16 06:26:31,"Linden, Johannesburg","['RealNewsForMobile', 'ANCKZN', 'EFF', 'ANC', 'elections2022', 'cyrilramaphosa']"
eff assembled march must demand arrogant approach til needs met coalition anc elections must engage partys vote make difference results work favour demands ruling party upheld,22:09:15 09:44:17,"Pinetown, South Africa",['EFF']
bra vote go patrioticalliance ffplusnever effdaactionsa forget ancyes want land back need seal boarders first,22:09:15 07:56:11,Soweto,"['PatrioticAlliance', 'FFPlus', 'EFF', 'DA', 'ACTIONSA', 'ANC']"
whatever society must vote avoids coalitions helpful dont get anywhere particular except continuous bickering blocking endless motions confidence anc eff ifp anyotherindependent,22:09:14 14:58:23,"Durban, South Africa","['ANC', 'EFF', 'IFP', 'ANYOTHERINDEPENDENT']"
anckzn met national leadership eff today discussing political developments kzn state municipalities kzn openly expressed desire go coalition voting agreement eff sabcnews,22:09:14 14:46:04,South africa,"['ANCKZN', 'EFF', 'sabcnews']"
anckzn met national leadership eff today discussing political developments kzn state municipalities kzn openly expressed desire go coalition voting agreement eff sabcnews,22:09:14 14:45:44,South africa,"['ANCKZN', 'EFF', 'sabcnews']"
cmsr numerically embarrassed incoming deputy president minister justice together resources src elections man singlehandedly slaughtered frans mohlala combined lethuli house eff ulsrcelections,22:09:13 06:16:51,"Musina, South Africa","['EFF', 'ULSRCelections']"
candidates upcoming byelection 12th september wc prince albert ward 04 kgp goliat lottering da magrietha jaftha eff johnny hendricks ara edward hattingh 2021 party results 3118 2952 185 na,22:09:12 06:11:59,"Pretoria, South Africa","['KGP', 'DA', 'EFF', 'ARA']"
candidates upcoming byelection 12th september kzn umhlathuze ward 12 anc james sibiya ifp vincent dludla eff sabelo sibiya ccu justino tembe 2021 party results 5888 2575 114 006,22:09:12 06:04:00,"Pretoria, South Africa","['ANC', 'IFP', 'EFF', 'CCU']"
women children kidnapped every 10 years south africa anc government see crises presramaphosa eff also talking lives south africans vote important,22:09:10 19:46:57,Johannesburg,"['ANC', 'PresRamaphosa', 'EFF']"
eff 3rd provincial people assembly gauteng delegates nominate leaders chair iemsa terry tselane podium explaining rules nominations voting tlm,22:09:10 14:45:42,South Africa,['EFF']
eff viable option take africans racialclass oppression suffering pain poverty deeply understand pain suffering african cure africans want real freedom vote eff2024,22:09:09 13:48:51,"Durban, South Africa","['EFF', 'EFF2024']"
mangena star cartoon cope factionalism mosioualekota election2024 eff,22:09:08 18:03:26,"Bellville, South Africa","['cartoon', 'Cope', 'factionalism', 'MosiouaLekota', 'election2024', 'EFF']"
dont vote anc eff coming elections please,22:09:08 14:43:36,"Zebediela, South Africa","['Anc', 'Eff']"
still eff leadership pretend socialistrevolutionaries making anticapitalist speeches adoring supporters see contradiction luxury lifestyles guccicomrades professed ideology savoters happy usefulidiots,22:09:08 13:03:08,"Cape Town, South Africa","['EFF', 'SocialistRevolutionaries', 'AntiCapitalist', 'GucciComrades', 'SAVoters', 'UsefulIdiots']"
fellow jozi citizens votes smaller parties joined anc eff removing coj speaker vasco da gama want remove mayor drphalatse coj coalition closed looting taps smaller parties want thieves take,22:09:08 09:30:37,"Johannesburg, South Africa","['ANC', 'EFF']"
anc eff hellbent destroying politicalcoalitions task made easier usefulidiots seats antianc platform lining ally doubt sweetener added deal savoters take note,22:09:05 14:38:37,"Cape Town, South Africa","['ANC', 'EFF', 'PoliticalCoalitions', 'UsefulIdiots', 'AntiANC', 'SAVoters']"
external future failures eff cant normal still vote follow eff juliusmalema eff,22:09:05 10:49:39,South Africa,"['juliusmalema', 'eff']"
voting anc else fit govern country see alternative myanc eff juliusmalema,22:09:05 03:49:27,"Nelspruit,Mpumalanga ","['MYANC', 'EFF', 'JULIUSMALEMA', 'SouthAfrica']"
malema dont lose hope get angry people vote eff eff,22:09:04 09:44:41,"Pretoria, South Africa",['EFF']
seems vote anc vote eff vice versa tshwane joberg scratch others backs feed trough da lifestyleaudit,22:09:03 14:34:39,South Africa,"['ANC', 'EFF', 'Tshwane', 'Joberg', 'lifestyleaudit']"
anc hates sans eff hates sans da hates sans vote lets make sure show parties middle finger,22:09:03 05:52:05,South Africa,"['ANC', 'EFF', 'DA']"
reality media covering eff events reality cover us due regulations demanding elections host community meetings one covers media covers big rallies eff sanitize,22:09:02 15:21:21,South Africa ,['EFF']
thugerish eff openly physically provoking dudula see every opportunity get village educate people futility voting angry violent eff fact grant money anc money tax payers money,22:09:02 07:11:52,"Johannesburg, South Africa","['EFF', 'Dudula', 'ANC']"
meet eff oils dudula member vote eff,22:09:02 05:41:15,Johannesburg,['EFF']
eff encouraging supporting illegal immigration definition us crime vote eff vote,22:09:01 18:59:53,"Johannesburg, South Africa",['EFF']
november 2021 local government elections saw video clips circulating social media platforms people burning eff tshirts eff went 8 10 november elections devil children fail,22:09:01 17:45:59,"Durban, South Africa","['EFF', 'EFF']"
eff support operationdudula people voted elections people supporting operation,22:09:01 16:37:57,South Africa,"['EFF', 'OperationDudula']"
results byelection held mp nkomazi ward 03 anc 6664 928 eff 1426 049 independent 191 na anc win ward wanda ngomane elected,22:09:01 10:32:34,"Pretoria, South Africa","['ANC', 'EFF']"
results byelection held nc sol plaatje ward 21 da 5887 658 anc 208 922 vfplus 146 048 eff 518 015 da win ward jamie greef elected,22:09:01 10:29:29,"Pretoria, South Africa","['DA', 'ANC', 'VFplus', 'EFF']"
