Datetime,Username,Text,Retweets,Replies,Likes,Quotes,Language,Location,Hashtags
14:12:22 17:30:51,DejiAmao,Watching channel 408 on dstv&amp;an #IFP mem spoke about a horrible game call rape rape playd by kids in d eastern cape&amp;yet every1 in d,0,0,0,0,en,"Johannesburg, South Africa",['IFP']
14:12:22 14:02:08,RobinJPowell,"""If @SteveWebb1 is genuinely shocked (by the #IFP report) he is more of a mug than I take him for"" @henryhtapper http://t.co/73baHBO7PA",0,0,0,0,en,English Midlands,['IFP']
14:12:22 13:31:00,brwealthmgment,"""If @SteveWebb1 is genuinely shocked (by the #IFP report) he is more of a mug than I take him for"" @henryhtapper http://t.co/Pr2bteXcBW",1,0,0,0,en,"Birmingham, UK",['IFP']
14:12:21 12:00:29,brwealthmgment,"""If Steve Webb is genuinely shocked (by the #IFP report) he is more of a mug than I take him for"" @henryhtapper http://t.co/Pr2bteXcBW",1,1,0,0,en,"Birmingham, UK",['IFP']
14:12:21 11:26:44,RobinJPowell,"""If Steve Webb is genuinely shocked (by the #IFP report) he is more of a mug than I take him for"" @henryhtapper http://t.co/73baHBO7PA",0,0,0,0,en,English Midlands,['IFP']
14:12:19 21:23:27,MarketBeatCom,Interfor Corp upgraded by Raymond James to strong-buy. http://t.co/Hq2DksAvOj $IFP.A #IFP.A,0,0,0,0,en,"Sioux Falls, SD",['IFP']
14:12:19 19:19:15,MarketBeatCom,Interfor Corp's PT raised by TD Securities to C$26.00. action list buy rating. http://t.co/3fXhqdlxEQ $IFP #IFP,0,0,0,0,en,"Sioux Falls, SD",['IFP']
14:12:19 19:19:03,MarketBeatCom,Interfor Corp's PT raised by Scotiabank to C$23.25. outperform rating. http://t.co/WIJGLRnbls $IFP #IFP,0,0,0,0,en,"Sioux Falls, SD",['IFP']
14:12:19 10:59:28,rinrinloves,Come and join us here at Northwalk II #IFP #rccentralpampanga http://t.co/WRestWRZnX,0,0,0,0,en,Philippines,"['IFP', 'rccentralpampanga']"
14:12:19 09:24:01,IFPoker,We are extremely proud to announce that the '#Uganda #Poker Federation' has officially become a #member of #IFP! http://t.co/aaJ3Pf8rw3,2,4,2,0,en,Lausanne,"['Uganda', 'Poker', 'member', 'IFP']"
14:12:18 19:56:25,AgenciaHNoticia,Entrega de Certificados de Egreso del #IFP del Nivel Técnico Superior Universitarios || #DíaDelPolicía http://t.co/f7dbc0uiCh,451,0,438,0,es,"Pachuca de Soto, Hidalgo. ","['IFP', 'DíaDelPolicía']"
14:12:18 16:21:05,ASSORG_,Investment-based crowdfunding needs EU-wide common approach via  @ESMAComms http://t.co/T6TSJR85tf #crowdfunding #IFP #CIP,3,1,0,0,en,Paris,"['crowdfunding', 'IFP', 'CIP']"
14:12:18 10:34:55,CaroSt26,Lest die Eindrücke von @hannesleitlein und @samueldekempe über die #Bogida #Demonstration auf unteren #voloblog #ifp http://t.co/67yIcYGyHB,0,0,0,0,de,"Wiesbaden, Deutschland","['Bogida', 'Demonstration', 'voloblog', 'ifp']"
14:12:17 17:46:42,PhumlaniMMajozi,@SAfmnews The #IFP still has a voice? Oh.,0,0,0,0,en,"Johannesburg, South Africa",['IFP']
14:12:16 20:06:40,KingMoshoeshoe,Kingston #IFP Nkatha will shut your big mouths,0,1,0,0,en,"Vereeniging, South Africa",['IFP']
14:12:16 12:03:11,MnikeniPhakathi,#ReconciliationDay #IFP president is asked to introduce the King and he gives the keynote address,0,2,0,0,en,,"['ReconciliationDay', 'IFP']"
14:12:16 11:57:01,honourseetelo,"The #IFP leader Inkosi Mangosuthu Buthelezi praising @Anc president Jacob Zuma ,yeah well",0,0,0,0,en,"Johannesburg, South Africa",['IFP']
14:12:16 08:57:17,Centre_Prof_Fin,@gregoire_dupont d'#Orias nous fait le point sur les immatriculations de #CIP et #IFP. #crowdfunding #CPF #Conférence http://t.co/GKseaT3HQS,0,1,0,0,fr,Paris,"['Orias', 'CIP', 'IFP', 'crowdfunding', 'CPF', 'Conférence']"
14:12:15 20:40:17,jameseoxford,Headed to a screening of the film 'Son of a Gun' followed by a Q&amp;A with Ewan McGregor. #ifp #sonofagun http://t.co/m4B9mZFf4E,0,0,0,0,en,"New York, NY","['ifp', 'sonofagun']"
14:12:15 15:53:32,ArtHouseCon,Can Festivals Afford Not to Converge with @nyindieguy today at 1PM ET. Join the webinar here: http://t.co/QnsEf4IsZh #AHC2015 #IFP @ifpfilm,3,0,2,0,en,,"['AHC2015', 'IFP']"
14:12:15 08:38:58,MkhulekoHlengwa,"The #IFP NEC is having its final meeting for the year... We are underway, taking stock of the year and preparing for 2015/16.",0,0,0,0,en,Republic of South Africa,['IFP']
14:12:13 13:05:19,cbnfilm,That #christmasagain stand north of the park has the best trees #ifp http://t.co/vhQg3Fr28G,0,0,0,0,en,"New York, NY","['christmasagain', 'ifp']"
14:12:12 20:19:16,MopeLovesAsians,@KhrisJWilson I think i may be able to do something with kimberley. thanks! #ifp,0,0,0,0,en,"Newfoundland, unfortunately",['ifp']
14:12:12 11:02:43,AndreDSKiley,Viva #IFP Viva.... what does #EFF have to say? http://t.co/nUhnqxvuX7,0,0,0,0,en,"Athlone, Ireland","['IFP', 'EFF']"
14:12:12 10:07:46,MarketBeatCom,IFG Group PLC's outperform rating reiterated at Davy Research. http://t.co/GhDIhCfs9O $IFP #IFP,0,0,0,0,en,"Sioux Falls, SD",['IFP']
14:12:11 23:22:57,RenardoJoachim,#IFP #RenardodesTages http://t.co/ZwFSXI4LE5,0,0,0,0,qme,Köln und die Welt,"['IFP', 'RenardodesTages']"
14:12:11 21:56:55,SharonHoole,.@WildlifeAtRisk rock on #IFP can always rely on them to #SaveAfricanAnimals,1,0,0,0,en,,"['IFP', 'SaveAfricanAnimals']"
14:12:11 18:08:11,JoeyKuhn,Guess who's been naughty and who's been nice? ❄️🎅🌲 #IFP @ MINY Media Center by IFP http://t.co/lhYrTTzUNn,0,0,0,0,en,"Los Angeles, CA",['IFP']
14:12:11 03:37:04,TMA_MOVIE,Congrats to all of the #spiritawards #nominees Can't wait to vote! http://t.co/jPdNnlFfbG #IFP @filmindependent @ifpfilm,0,1,1,0,en,World,"['spiritawards', 'nominees', 'IFP']"
14:12:11 01:32:53,BoatAshore,"NY Media Mega Mixer Holiday Party // Brooklyn, NY // #IFP #MadeInNYC #Dogfish #StayIndie #AllJews @… http://t.co/UY6t5Tf2MB",0,0,0,0,en,"NY, SF, LA, UK","['IFP', 'MadeInNYC', 'Dogfish', 'StayIndie', 'AllJews']"
14:12:10 21:33:34,AnneHochstrat,"#ifp #zitatdestages wenn ich ein Pferd wäre, wäre ich schnell gelangweilt",1,0,2,0,de,,"['ifp', 'zitatdestages']"
14:12:10 18:37:24,MasterUnicAssas,"#Témoignage &gt; Découvrez l’interview de @berengereb, diplômée de la promotion 2005 | http://t.co/gidontpVUm … #Comultiste #IFP",0,0,1,0,fr,"Paris, France","['Témoignage', 'Comultiste', 'IFP']"
14:12:10 10:39:13,ForestersFriend,.@IFP_UK Young adults can’t afford to learn through financial mistakes. Read how #financialeducation can help. http://t.co/mM1OyAGu2F #IFP,0,0,0,0,en,"Southampton, UK","['financialeducation', 'IFP']"
14:12:10 05:04:53,wtfukc_za,"Where leaders have no vision, masses &amp; poor people suffer #SouthAfrica #Africa #Anc #Eff #Ifp #Rastafari teachings &amp; wise-mind ❤️💚💛",0,0,0,0,en,,"['SouthAfrica', 'Africa', 'Anc', 'Eff', 'Ifp', 'Rastafari']"
14:12:09 18:25:56,PartyFoulWMH,First unit done. #ironfang #khador #warmachine #privateerpress #partyfoulwmh #pikemen #ifp http://t.co/930VNyeLC7,0,0,0,0,en,burlington,"['ironfang', 'khador', 'warmachine', 'privateerpress', 'partyfoulwmh', 'pikemen', 'ifp']"
14:12:09 12:18:40,LeJoe_,"If the first day of a professional AgroFood exhibition is opened for moms and children, then #ifp, you fail #people!",0,0,0,0,en,Imaginary republic,"['ifp', 'people']"
14:12:09 09:51:08,MlotshwaLindani,Am thinkng of voting #IFP myb there will b no more loadsheddng:|,0,0,0,0,en,ULundi,['IFP']
14:12:09 08:56:53,RiaUlitaa_,#IFP :* :*,0,0,0,0,qht,"Medan, STMIK IBBI ",['IFP']
14:12:08 19:09:07,SSP_Hidalgo,El #SSPH Cap. Alfredo Ahedo da la bienvenida a jóvenes del #IFP que incursionaran a prácticas profesionales. http://t.co/TjY6Uw0lWr,1,0,0,0,es,,"['SSPH', 'IFP']"
14:12:08 15:41:07,RiaUlitaa_,Dan ketika malam hari menghampiri mulai pikiranku kearah nyaa :( #IFP,0,0,0,0,in,"Medan, STMIK IBBI ",['IFP']
14:12:08 14:56:48,marcusnicolini,"@Marmacus @stahlniel @Remrow Da freut sich der eh. #ifp- u jetzt @JONA_KAS -Ausbilder, wenn ifpler &amp; JONAlisten sich gegenseitig loben :-)",0,0,2,0,de,,['ifp']
14:12:08 08:34:45,RiaUlitaa_,"Lagi lagi jumpa.. Pas kali tadi depan mata :D :D
tapi akibat belum terlalu kenal yaudah gitu ajaa :| #IFP",0,0,0,0,in,"Medan, STMIK IBBI ",['IFP']
14:12:07 09:00:39,mzukisij,"Even in administration side never, just like @blade nzimande telling us about struggle were as we know he #ifp an anti ANC group form",0,0,0,0,en,Khayelitsha cape town,['ifp']
14:12:06 15:17:15,MkhulekoHlengwa,"Albeit the challenges we face as the #IFP, we remain committed to serving our country. We will not give up on South Africa #MsingaVisit",1,1,0,0,en,Republic of South Africa,"['IFP', 'MsingaVisit']"
14:12:06 14:49:39,MkhulekoHlengwa,The #IFP has a proud leagacy of clean governance which must permeate throughout South Africa. There is hope. #MsingaVisit,0,2,0,0,en,Republic of South Africa,"['IFP', 'MsingaVisit']"
14:12:06 01:50:56,Andre_MTorres,Bye Izzy .. We're gonna miss u :( #IFP #UofT http://t.co/HwyAa5CXU8,0,0,0,0,en,Ecuador,"['IFP', 'UofT']"
14:12:06 01:41:55,Andre_MTorres,Pues un vestido al año no hace daño ;) #IFP #party #dress 😊 http://t.co/tw4hL6KoIG,0,0,0,1,es,Ecuador,"['IFP', 'party', 'dress']"
14:12:06 00:05:48,BPJohnson0,@TimMorrill gets a shout out from @CoachSchofield at @NSCA Mid-Atlantic Conference. #IFP #OFP #agility,1,1,1,0,en,"Philadelphia, PA","['IFP', 'OFP', 'agility']"
14:12:05 18:23:40,anastasia_des,#psychomotmaster #psychomotricité #psychomot #paris #ManifPsychomot #manifestation #manif #ifp… http://t.co/1gNTqhQuYx,6,0,0,0,und,France,"['psychomotmaster', 'psychomotricité', 'psychomot', 'paris', 'ManifPsychomot', 'manifestation', 'manif', 'ifp']"
14:12:05 09:42:17,hannesleitlein,»Ein Korrespondentenbericht über 4000 Zeichen ist ein Feature« @samueldekempe definiert Darstellungsformen. #ifp #v15ifp #volontariat,1,0,2,0,de,"Berlin, Akazienkiez","['ifp', 'v15ifp', 'volontariat']"
14:12:05 08:56:02,hannesleitlein,"»Redigieren ist das, was Redakteure tun: Texte verschönern« #ifp #v15ifp #volontariat",0,0,0,0,de,"Berlin, Akazienkiez","['ifp', 'v15ifp', 'volontariat']"
14:12:04 19:45:17,dobeltequila,Congrats to @SteveCarell at the #MaestroDobel #Tequila sponsored #IFP 24th Gotham Independent Film Awards. http://t.co/5QoRtVBCiN,1,0,0,0,en,United States,"['MaestroDobel', 'Tequila', 'IFP']"
14:12:04 13:01:16,Etin911,"Zhujiangnewtown #zhujiangnewtown  
#Guangzhou #ifc #ifp #westtower http://t.co/efOhcoP6Lh",0,0,1,0,fi,CN,"['zhujiangnewtown', 'Guangzhou', 'ifc', 'ifp', 'westtower']"
14:12:04 11:14:44,hannesleitlein,"»Erzbischöfliches Ordinariat Freiburg, das ist sportlich.« #v15ifp #ifp #volontariat",0,0,1,0,de,"Berlin, Akazienkiez","['v15ifp', 'ifp', 'volontariat']"
14:12:04 09:27:05,VersionIFP,Bravo aux étudiants de l'#IFP qui ont atteint leur objectif sur @Kissbankers ! http://t.co/84L7ayc4Nt #IFPower,1,0,1,0,fr,"Paris, France","['IFP', 'IFPower']"
14:12:04 08:55:03,hannesleitlein,Heute: “Spielt das Faxgerät eine Rolle für die Recherche?” #volontariat #v15ifp #ifp,0,0,1,0,de,"Berlin, Akazienkiez","['volontariat', 'v15ifp', 'ifp']"
14:12:04 07:11:37,VersionIFP,Fac'Here : le nouveau journal des #L3 de l'#IFP ! https://t.co/vELXfjKpxc #IFPower http://t.co/Mnt1otQgaa,0,0,0,0,fr,"Paris, France","['L3', 'IFP', 'IFPower']"
14:12:04 00:19:12,AlQolamMM,"""Pemandangan"" yang indah.....

Double closing cash #IFP dkk.....

#AlQolam #TigaRaksaSatria [pic] — https://t.co/WDMeuFkSYp",0,0,0,0,in,"Bogor, Indonesia","['IFP', 'AlQolam', 'TigaRaksaSatria']"
14:12:03 19:49:47,Wipness,Nous sommes prêts pour revendiquer le #psychomotmaster vendredi à l' #IFP de la Pitié-Salpêtrière !! http://t.co/XSGHzwehHp,53,0,1,0,fr,"Rennes, France","['psychomotmaster', 'IFP']"
14:12:03 17:09:12,upfront_iress,Looking forward to the IFP Scottish Conference next week. Pop by to see us on our stand #IFP,0,0,0,0,en,Global,['IFP']
14:12:03 15:40:04,wtfukc_za,Education can free #Africa #Rasta Love #anc #eff #blackbeauty #ifp #cannabis medicine,0,0,0,0,en,,"['Africa', 'Rasta', 'anc', 'eff', 'blackbeauty', 'ifp', 'cannabis']"
14:12:03 14:15:41,marcusnicolini,@SWRinfo @Ebner_Christoph Herzliche Grüße auf diesem Weg an @mganslmeier In alter Radioverbundenheit! #ifp,0,0,0,0,de,,['ifp']
14:12:03 13:55:49,hannesleitlein,Zu Händen H. Leitlein: #IFP #Volontariat #V15ifp (@ Institut zur Förderung publizistischen Nachwuchses (ifp)) http://t.co/KLMKIOfGny,0,0,0,0,de,"Berlin, Akazienkiez","['IFP', 'Volontariat', 'V15ifp']"
14:12:03 13:31:13,hannesleitlein,Durchbruch: Volontär formuliert ersten Satz in Nachricht im richtigen Tempus. #ifp #v15ifp #volontariat,0,0,2,0,de,"Berlin, Akazienkiez","['ifp', 'v15ifp', 'volontariat']"
14:12:03 09:10:24,hannesleitlein,Wenn @samueldekempe den Konjunktiv vermisst &lt;3 #v15ifp #ifp #volontariat,1,1,1,0,de,"Berlin, Akazienkiez","['v15ifp', 'ifp', 'volontariat']"
14:12:03 08:49:52,Ms_Onesimo,"SMH “@MkhulekoHlengwa: In a sea of chaos, the #IFP is an island of integrity and a voice reason!”",0,0,0,0,en,South Africa ,['IFP']
14:12:03 08:47:49,MkhulekoHlengwa,"In a sea of chaos, the #IFP is an island of integrity and a voice reason!",0,2,0,0,en,Republic of South Africa,['IFP']
14:12:03 08:45:37,MkhulekoHlengwa,The #IFP exists to serve the People of South Africa in the spirit of #Ubuntu/Botho... #BathoPele,1,0,0,0,en,Republic of South Africa,"['IFP', 'Ubuntu', 'BathoPele']"
14:12:03 06:31:59,KhayaJames,#IFP's Narend Singh says political parties must disagree but not be disagreeable.@SakinaKamwendo.,2,0,0,0,en,"Johannesburg, South Africa",['IFP']
14:12:03 05:49:12,GossipDetector,Scarlett Johansson ... #BoogieNights #CiprianiWallStreet #IFP #IndependentFilmAwards #JakeGyllenhaal #JonHamm http://t.co/0O0oOiHtO2,0,0,0,0,sv,"Hollywood, California, USA","['BoogieNights', 'CiprianiWallStreet', 'IFP', 'IndependentFilmAwards', 'JakeGyllenhaal', 'JonHamm']"
14:12:03 03:15:07,MingleMediaTV,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/Ohbg7J9rbj #WinnersList  #IFP,0,0,0,0,en,Land of Enchantment ,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:03 02:15:15,IndieExProducer,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/3UrkIMRkQA #WinnersList  #IFP,0,0,0,0,en,Culver City,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:03 01:40:15,PopCultureonTV,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/KFP1vFYnJ7 #WinnersList  #IFP,0,0,0,0,en,the Interwebs,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:03 00:57:45,elizabethkarr,HarvestWorks New Works Residency taking applications now. #creatives #film #art #tech #IFP https://t.co/mIPlvGB8Vd,3,0,1,0,en,"Los Angeles, California","['creatives', 'film', 'art', 'tech', 'IFP']"
14:12:02 23:40:05,HorrorMoviesTV,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/T6lzQrtanP #WinnersList  #IFP,0,0,1,0,en,#MMTVN from Hollywood,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 23:15:08,RCRNewsMedia,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/GHGJd5UjsX #WinnersList  #IFP,0,0,0,0,en,Land of Enchantment,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 23:05:25,MovieTVTrailers,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/rFM3ZAFs8C #WinnersList  #IFP,0,0,0,0,en,USA,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 22:30:52,NatureTVMovies,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/oalm6Kwr2c #WinnersList  #IFP,0,0,0,0,en,USA,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 22:14:14,hannesleitlein,Heute geht der Pokal definitiv an die Hörfunker. Als letzter Printler verabschiede ich mich ins Bett. Gute Nacht. #v15ifp #Volontariat #ifp,0,0,1,0,de,"Berlin, Akazienkiez","['v15ifp', 'Volontariat', 'ifp']"
14:12:02 20:30:45,TVFanNews,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/vAwN0FhehN #WinnersList  #IFP,0,0,0,0,en,#MMTVN,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 19:55:16,Mingle_AVClub,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/Vb4yQNRoGm #WinnersList  #IFP,0,0,0,0,en,127.0.0.1,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 19:50:29,RCRPublicity,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/NHF5l5CnKv #WinnersList  #IFP,0,0,0,0,en,Hollywood + Albuquerque ,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 19:45:24,KeyPractices,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/4hbKJwttKr #WinnersList  #IFP,0,0,0,0,en,Los Angeles,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 19:45:24,MMTVNNewMedia,Birdman Wins Best Feature at #GothamAwards Michael Keaton &amp; Julianne Moore take Best Actor http://t.co/zwxui5Eljq #WinnersList  #IFP,0,0,0,0,en,Los Angeles,"['GothamAwards', 'WinnersList', 'IFP']"
14:12:02 17:37:12,GeekGawk,Scarlett Johansson Steps Out Aftr Marriage News 4 24th Gotham Independent Film Awards #BoogieNights #IFP #JonHamm http://t.co/jicWXXhu18,0,0,0,0,en,Cyberspace,"['BoogieNights', 'IFP', 'JonHamm']"
14:12:02 17:37:11,GeEkYGoSsiP_,Scarlett Johansson Steps Out Aftr Marriage News 4 24th Gotham Independent Film Awards #BoogieNights #IFP #JonHamm http://t.co/wjxy3Akhuz,0,0,0,0,en,Cyberspace,"['BoogieNights', 'IFP', 'JonHamm']"
14:12:02 17:06:19,wtfukc_za,"Preserve faith, wisdom knowledge &amp; overstanding. #Rastafari #Love #SouthAfrica #anc #eff #ifp",0,0,0,0,en,,"['Rastafari', 'Love', 'SouthAfrica', 'anc', 'eff', 'ifp']"
14:12:02 15:57:49,Gossip_Central_,Scarlett Johansson Steps Out Aftr Marriage News 4 24th Gotham Independent Film Awards #dress #IFP #Jake #Julianne http://t.co/lKqTZf4mKn,0,0,0,0,en,"Hollywood, California, USA","['dress', 'IFP', 'Jake', 'Julianne']"
14:12:02 15:44:20,GossipDetector,Scarlett Johansson Steps Out Aftr Marriage News 4 24th Gotham Independent Film Awards http://t.co/W6o8RG2NhK #BoogieNights #IFP #JonHamm,0,0,0,0,en,"Hollywood, California, USA","['BoogieNights', 'IFP', 'JonHamm']"
14:12:02 12:30:55,marcusnicolini,@Caritas_web Schöne Grüße an sie von ihrem eh. Ausbildungsleiter (JONA)! Dto @miktwik #ifp,0,0,1,0,de,,['ifp']
14:12:02 08:15:25,microelecs,"@ASC`s #DC_Filters; Inverter Bus Link series(#IBL), Inverter Filter Power series(#IFP), Tangential Capacitors(#TGC). http://t.co/UfbLy2B9QQ",0,0,0,0,ca,,"['DC_Filters', 'IBL', 'IFP', 'TGC']"
14:12:02 04:55:23,BeccaCammarata,Attended my fist awards ceremony tonight and I can now say I've had dinner in the same room as Meryl Streep. Life made. #IFP #GothamAwards,0,0,1,0,en,New Jersey,"['IFP', 'GothamAwards']"
14:12:02 04:27:14,BennettHMarcus,.@amyschumer &amp; #TildaSwinton #BFFs at #GothamFilmAwards #IFP http://t.co/SYJHBP0Z75,0,0,0,0,und,"Bangkok, prev. Hong Kong & NYC","['TildaSwinton', 'BFFs', 'GothamFilmAwards', 'IFP']"
14:12:02 03:38:34,BennettHMarcus,#JohnHamm &amp; #JenniferWestfeldt chatting with #OscarIsaac at #GothamFilmAwards #IFP http://t.co/LU9yJ9lqbU,0,1,1,0,en,"Bangkok, prev. Hong Kong & NYC","['JohnHamm', 'JenniferWestfeldt', 'OscarIsaac', 'GothamFilmAwards', 'IFP']"
14:12:02 01:07:29,BennettHMarcus,#JakeGyllenhaal looking fine at #GothamFilmAwards #IFP http://t.co/oYLvatRMFi,1,0,3,0,en,"Bangkok, prev. Hong Kong & NYC","['JakeGyllenhaal', 'GothamFilmAwards', 'IFP']"
14:12:01 18:31:42,IFFNoHo,You can watch the IFP Gotham Awards tonight by clicking here (live stream): http://t.co/PqkZsgFd0z #IFP #gothamawards #film 6:30 PM pre-show,0,0,1,0,en,"North Hollywood, California","['IFP', 'gothamawards', 'film']"
14:11:30 12:16:16,fabioxwolf,#ChegamosEmRecife #IFP #Rugby http://t.co/YTfvrGtPoE,0,0,0,0,qme,,"['ChegamosEmRecife', 'IFP', 'Rugby']"
14:11:30 12:12:04,MkhulekoHlengwa,"#IFP NEC is today meeting with the UThukela District Council in preparation for 2016. Step by step with the structures, hand in glove!",1,2,0,0,en,Republic of South Africa,['IFP']
14:11:29 05:33:56,hgross7,#initiativesforpeace at LPCUWC great ideas to share! @UWC_IO #AsiaPacific #ifp http://t.co/5gbGOQt9nN,0,0,0,0,en,"Victoria, BC","['initiativesforpeace', 'AsiaPacific', 'ifp']"
14:11:29 00:14:25,Bolden_fr,@Bolden_fr  est enregistré en tant qu'Intermédiaire en Financement Participatif (#IFP) auprès des autorités! http://t.co/mwFIkyGUPD,0,0,0,0,fr,"Paris, France",['IFP']
14:11:28 17:13:50,_elleivy,J'ai l'impression de me transformer en bot. #IFP #LeçonInaugurale,0,1,1,0,fr,"Paris, France","['IFP', 'LeçonInaugurale']"
14:11:28 16:47:09,DLDcollege,Good luck to all of our #DLDBelgravia #IFP #students taking their exams on Monday! Here are some tips that may help: https://t.co/HMofPBdeLa,1,0,1,0,en,London,"['DLDBelgravia', 'IFP', 'students']"
14:11:28 15:15:50,dillionairee,And that's a wrap #ivey #IFP http://t.co/1XkgU6kpWL,0,0,0,0,en,Canada,"['ivey', 'IFP']"
14:11:27 18:09:35,MacMabuza,"When #HonourableButhelezi of the #IFP speaks,the whole house shuts up,now that's #respect. #Parliament",1,0,0,0,en,Near you,"['HonourableButhelezi', 'IFP', 'respect', 'Parliament']"
14:11:27 16:06:18,Mothibi_Phosa,#DA MP Lotriet and #IFP MP Mncwango have given #EFF solid grounds on which to challenge Powers and Privileges Committee ruling. #ParlyDebate,3,0,0,0,en,"Glen Marais, Kempton Park","['DA', 'IFP', 'EFF', 'ParlyDebate']"
14:11:27 16:06:18,MkhulekoHlengwa,The #IFP does not support this Powers and Privileges Report...,2,0,1,0,en,Republic of South Africa,['IFP']
14:11:27 16:05:35,KhayaJames,#Parly Lechesa Tsenoli whispers honourable member your time is up and IFP wont support report. #IFP.,0,0,0,0,en,"Johannesburg, South Africa","['Parly', 'IFP']"
14:11:27 16:05:14,missleeuw,#Parliament #IFP Albert Mncwango: There is no doubt the speaker was main player in Aug 21 incident.. http://t.co/1MuZXlgG7L,0,0,0,0,en,,"['Parliament', 'IFP']"
14:11:27 16:05:14,POWER987News,#Parliament #IFP Albert Mncwango: There is no doubt the speaker was main player in Aug 21 incident.. http://t.co/Hq31NffeN3,4,0,0,0,en,"Johannesburg, South Africa","['Parliament', 'IFP']"
14:11:27 16:02:12,MkhulekoHlengwa,Hon Albert Mncwango of the #IFP is now on podium...,0,1,0,0,en,Republic of South Africa,['IFP']
